Sample_ID,Bioproject,Name_cn,Name,Whiteness_Degree_of_Complete_Grain(%),Whiteness_Degree_of_Dead_Grain(%),Amylose_Content_of_Grain(%),Protein_Content_of_Grain(%),Taste_Score_of_Cooked_Grain,Water_Content_of_Grain,Awn_Length(cm),Grain_Length(mm),Grain_Width(mm),Grain_Thickness(mm),1000_Grain_Weight(g),"Heading_Date(50%,days)",Flag_Leaf_Length(cm),Flag_Leaf_Width(cm),Leaf_Blade_Width(cm),Leaf_Sheath_Color,Plant_Height(cm),Panicle_Length(cm),Culm_Length(cm),SPAD_Value_of_Flag_Leaf,Tiller_Number_per_Plant(num),Blighted_Grains_per_Plant(num),Blighted_Grains_per_Panicle(num),Blighted_Grains_Weight_per_Plant(g),Filled_Grains_per_Plant(num),Filled_Grains_per_Panicle(num),Filled_Grains_Weight_per_Plant(g),Grain_Number_per_Panicle(num),Seed_Setting_Rate(%),Grain_Yield_per_Plant(g),Panicle_Number_per_Plant(num),Number_of_Productive_Panicle_per_Plant(num),Panicle_Weight(g),Spikelet_Number_per_Panicle(num),Panicle_Weight_per_Plant(g),Yield_per_Plant(g),Cd_concentration,Treatment,Years,Region
SAMC008448,PRJCA000322,垦94-1043,Ken94-1043,,,,,,,,6.6,3.4,,26.5,71.5,,,,,84,18.6,,,,69.3,,0.21,,,,,,26.78,,11,,,,,,,2015,Yangzhou
SAMC071955,PRJCA000322,江恢151,JiangHui151,,,,,,,,8.2,2.9,,22.3,95,,,,,119.2,21.2,,,,128.3,,0.45,,,,,,30.13,,10,,,,,,,2015,Yangzhou
SAMC071956,PRJCA000322,宜恢1577B,YiHui1577B,,,,,,,,9.9,3.1,,37.2,101.5,,,,,117.6,25.3,,,,102.7,,0.48,,,,,,25.76,,8,,,,,,,2015,Yangzhou
SAMC071957,PRJCA000322,沪恢602,HuHui602,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,Yangzhou
SAMC071961,PRJCA000322,成恢177,ChengHui177,,,,,,,,9.7,2.7,,28.9,95,,,,,106.8,24.3,,,,106,,0.48,,,,,,17.42,,7,,,,,,,2015,Yangzhou
SAMC071962,PRJCA000322,成恢3203,ChengHui3203,,,,,,,,11.1,2.8,,29.6,95,,,,,115,24.3,,,,160.7,,0.76,,,,,,33.39,,10,,,,,,,2015,Yangzhou
SAMC071965,PRJCA000322,D汕B,DShanB,,,,,,,,7.9,3,,22.9,70.5,,,,,76.8,18.8,,,,146,,0.5,,,,,,19.43,,10.7,,,,,,,2015,Yangzhou
SAMC071967,PRJCA000322,川香29B,ChuanXiang29B,,,,,,,,8.9,2.7,,25.4,90.5,,,,,104.6,22.4,,,,390.7,,1.33,,,,,,29.92,,8.7,,,,,,,2015,Yangzhou
SAMC071968,PRJCA000322,D297B,D297B,,,,,,,,9.3,2.7,,26.5,83.5,,,,,99.2,25,,,,299.7,,1.04,,,,,,43.92,,12.7,,,,,,,2015,Yangzhou
SAMC071970,PRJCA000322,辐74B,Fu74B,,,,,,,,7.6,2.9,,22.3,68.5,,,,,80.8,19.6,,,,114.7,,0.29,,,,,,20.83,,11,,,,,,,2015,Yangzhou
SAMC071972,PRJCA000322,803B,803B,,,,,,,,8.7,2.7,,22.2,68,,,,,79,20.2,,,,174.3,,0.49,,,,,,19.34,,9.3,,,,,,,2015,Yangzhou
SAMC071973,PRJCA000322,宜香B,YiXiangB,,,,,,,,10,2.7,,29,87.5,,,,,103.4,27,,,,325.7,,1.09,,,,,,32.21,,12.7,,,,,,,2015,Yangzhou
SAMC071974,PRJCA000322,蓉18B,Rong18B,,,,,,,,9.5,2.3,,22.6,87.5,,,,,104.2,24.5,,,,182,,0.53,,,,,,49.64,,11.3,,,,,,,2015,Yangzhou
SAMC071977,PRJCA000322,蜀恢527,ShuHui527,,,,,,,,10.7,2.4,,33,94.5,,,,,111.6,25,,,,92,,0.37,,,,,,32.14,,9,,,,,,,2015,Yangzhou
SAMC071978,PRJCA000322,蜀恢162,ShuHui162,,,,,,,,9.3,2.9,,30.5,90.5,,,,,99.4,23.2,,,,370,,1.38,,,,,,46.87,,14.3,,,,,,,2015,Yangzhou
SAMC071979,PRJCA000322,辐恢838,FuHui838,,,,,,,,9.7,2.8,,31.6,90.5,,,,,114.8,24.2,,,,6.6,,,,,,,,,,9,,,,,,,2015,Yangzhou
SAMC071980,PRJCA000322,沪恢17,HuHui17,,,,,,,,9.6,2.8,,30.2,91.5,,,,,116,25.9,,,,8.5,,,,,,,,,,10,,,,,,,2015,Yangzhou
SAMC071981,PRJCA000322,多系1号,DuoXi1Hao,,,,,,,,10.8,2.5,,30.1,,,,,,120.8,24.7,,,,150.3,,0.59,,,,,,35.08,,10,,,,,,,2015,Yangzhou
SAMC071982,PRJCA000322,金23B,Jin23B,,,,,,,,9.6,2.7,,24.7,69,,,,,71,21.5,,,,145,,0.52,,,,,,15.37,,7.3,,,,,,,2015,Yangzhou
SAMC071983,PRJCA000322,菲B,FeiB,,,,,,,,9.4,2.4,,26.3,71,,,,,78.6,20.3,,,,181,,0.68,,,,,,18.2,,8.7,,,,,,,2015,Yangzhou
SAMC071984,PRJCA000322,内恢99-14,NeiHui99-14,,,,,,,,9.8,2.6,,25.9,109,,,,,105.4,20.2,,,,134.7,,0.55,,,,,,27.19,,11.7,,,,,,,2015,Yangzhou
SAMC071985,PRJCA000322,多系1号,DuoXi1Hao,,,,,,,,9.3,2.8,,29.2,102.5,,,,,112.4,22.4,,,,89.3,,0.45,,,,,,28.95,,10.7,,,,,,,2015,Yangzhou
SAMC071986,PRJCA000322,内多恢1号,NeiDuoHui1Hao,,,,,,,,9.2,2.6,,33.8,102.5,,,,,111.8,20.6,,,,114,,0.53,,,,,,27.99,,11.7,,,,,,,2015,Yangzhou
SAMC071987,PRJCA000322,多恢57,DuoHui57,,,,,,,,10.7,2.7,,27.8,99,,,,,113.8,25.1,,,,147.7,,0.67,,,,,,22.84,,8,,,,,,,2015,Yangzhou
SAMC071988,PRJCA000322,92-4(内江所),NeiHui92-4,,,,,,,,9.8,2.8,,28.9,99,,,,,115.4,23.1,,,,180.7,,0.81,,,,,,27.72,,11,,,,,,,2015,Yangzhou
SAMC071989,PRJCA000322,泸恢602,LuHui602,,,,,,,,10.6,3.2,,36.7,93.5,,,,,113.4,24.7,,,,65.3,,0.34,,,,,,20.63,,7.7,,,,,,,2015,Yangzhou
SAMC071990,PRJCA000322,泸恢926,LuHui926,,,,,,,,9.7,2.6,,29.6,97.5,,,,,115.8,24.2,,,,103.3,,0.52,,,,,,28.6,,11,,,,,,,2015,Yangzhou
SAMC071991,PRJCA000322,泸恢615,LuHui615,,,,,,,,10.2,2.8,,30.8,102.5,,,,,110.6,21.4,,,,101.7,,0.49,,,,,,23.7,,10.3,,,,,,,2015,Yangzhou
SAMC071992,PRJCA000322,泸恢17,LuHui17,,,,,,,,9.7,2.8,,30.2,93.5,,,,,112.6,25.6,,,,70,,0.44,,,,,,23.63,,7.7,,,,,,,2015,Yangzhou
SAMC071993,PRJCA000322,川R527,ChuanR527,,,,,,,,11.5,2.9,,34.7,97,,,,,110.8,24.5,,,,151,,0.82,,,,,,16.59,,7.3,,,,,,,2015,Yangzhou
SAMC071994,PRJCA000322,武金5B,WuJin5B,,,,,,,,9.8,2.6,,20.2,72.5,,,,,84.4,20.7,,,,354.3,,1.17,,,,,,19.19,,8,,,,,,,2015,Yangzhou
SAMC071995,PRJCA000322,川R838,ChuanR838,,,,,,,,9.5,2.8,,28.7,93.5,,,,,117.2,27.2,,,,97.7,,0.43,,,,,,25.69,,5.7,,,,,,,2015,Yangzhou
SAMC071996,PRJCA000322,蜀恢498,ShuHui498,,,,,,,,10.4,3,,33.8,94.5,,,,,113.8,26,,,,122.3,,0.84,,,,,,31.8,,7,,,,,,,2015,Yangzhou
SAMC071997,PRJCA000322,成恢727,ChengHui727,,,,,,,,10.7,2.5,,30.5,97,,,,,107.2,23.3,,,,168.7,,0.75,,,,,,24.15,,8.3,,,,,,,2015,Yangzhou
SAMC071998,PRJCA000322,11CR240,11Cr240,,,,,,,,10.5,2.5,,26.5,86.5,,,,,103.8,24.2,,,,308.3,,1.29,,,,,,28.53,,6.3,,,,,,,2015,Yangzhou
SAMC071999,PRJCA000322,R907,R907,,,,,,,,11.1,2.5,,29.4,99,,,,,117.2,24.6,,,,304.3,,1.47,,,,,,25.32,,8.7,,,,,,,2015,Yangzhou
SAMC072000,PRJCA000322,R702,R702,,,,,,,,10.7,2.7,,33.1,110,,,,,128.8,25.5,,,,267.7,,1.24,,,,,,31.13,,5,,,,,,,2015,Yangzhou
SAMC072001,PRJCA000322,万恢88,WanHui88,,,,,,,,10,2.6,,28.8,109,,,,,122,23.7,,,,176,,0.87,,,,,,26.58,,9,,,,,,,2015,Yangzhou
SAMC072002,PRJCA000322,蜀恢881,ShuHui881,,,,,,,,10.4,2.6,,30.9,93.5,,,,,102.6,25.9,,,,294.3,,1.26,,,,,,31.23,,8,,,,,,,2015,Yangzhou
SAMC072003,PRJCA000322,R95-2(汪旭东),R95-2(WangXuDong),,,,,,,,8.9,2.7,,30.2,97.5,,,,,114.2,23.2,,,,117.7,,0.43,,,,,,29.42,,8.3,,,,,,,2015,Yangzhou
SAMC072004,PRJCA000322,CDR22,Cdr22,,,,,,,,10,2.6,,26.7,103.5,,,,,105.6,25,,,,256,,1.22,,,,,,26.51,,10.3,,,,,,,2015,Yangzhou
SAMC072005,PRJCA000322,鄂丰B,EFengB,,,,,,,,10,2.1,,22.4,72.5,,,,,86.8,23,,,,184,,0.97,,,,,,15,,8.3,,,,,,,2015,Yangzhou
SAMC072006,PRJCA000322,R363,R363,,,,,,,,9.9,2.5,,30,102.5,,,,,110.8,23.2,,,,93,,0.46,,,,,,30.66,,8.7,,,,,,,2015,Yangzhou
SAMC072007,PRJCA000322,R130,R130,,,,,,,,10,2.6,,30.8,99,,,,,113,23.8,,,,108.3,,0.47,,,,,,20.24,,7,,,,,,,2015,Yangzhou
SAMC072008,PRJCA000322,R122四川,R122(SiChuan),,,,,,,,9.5,3,,32.2,97,,,,,123.8,23.4,,,,140.7,,0.77,,,,,,27.39,,7.7,,,,,,,2015,Yangzhou
SAMC072009,PRJCA000322,乐恢188,LeHui188,,,,,,,,5.4,2.8,,13.4,116.5,,,,,69.4,19.4,,,,0,,,,,,,,,,6.3,,,,,,,2015,Yangzhou
SAMC072010,PRJCA000322,云恢290,YunHui290,,,,,,,,9.9,2.9,,33.2,112,,,,,113,32.2,,,,121.3,,0.72,,,,,,42.58,,8.7,,,,,,,2015,Yangzhou
SAMC072011,PRJCA000322,云恢72,YunHui72,,,,,,,,8,2.6,,27.7,85.5,,,,,113.4,22.9,,,,431.3,,1.75,,,,,,18.91,,8,,,,,,,2015,Yangzhou
SAMC072012,PRJCA000322,镇恢832,ZhenHui832,,,,,,,,9.9,2.7,,31.4,102.5,,,,,109,21,,,,292,,1.44,,,,,,24.1,,7.7,,,,,,,2015,Yangzhou
SAMC072013,PRJCA000322,扬稻6号无芒,YangDao6Hao(awnless),,,,,,,,9.8,2.7,,28.6,102.5,,,,,114.8,21.1,,,,251.3,,1.49,,,,,,19.98,,6,,,,,,,2015,Yangzhou
SAMC072014,PRJCA000322,扬稻6号有芒,YangDao6Hao(awn),,,,,,,,8.7,2.7,,26.1,102.5,,,,,107.2,20.9,,,,156.7,,0.88,,,,,,23.53,,6,,,,,,,2015,Yangzhou
SAMC072015,PRJCA000322,9311M,9311M,,,,,,,,9.2,2.8,,33.1,93.5,,,,,112,22,,,,190.3,,0.95,,,,,,21.57,,6,,,,,,,2015,Yangzhou
SAMC072016,PRJCA000322,优IB,YouIb,,,,,,,,8.4,3.2,,24.4,69,,,,,79.6,18.6,,,,80.7,,0.23,,,,,,19.87,,7.7,,,,,,,2015,Yangzhou
SAMC072017,PRJCA000322,扬稻8号,YangDao8Hao,,,,,,,,9.9,2.6,,32.4,102,,,,,113.4,23.5,,,,153,,0.8,,,,,,29.99,,8.7,,,,,,,2015,Yangzhou
SAMC072018,PRJCA000322,R167,R167,,,,,,,,9.6,2.6,,30.3,99,,,,,104.6,22.2,,,,322,,1.74,,,,,,19.06,,6,,,,,,,2015,Yangzhou
SAMC072019,PRJCA000322,RY1号,Ry1Hao,,,,,,,,9.8,2.7,,30.2,99,,,,,110.8,21.2,,,,340,,1.73,,,,,,27.54,,6.3,,,,,,,2015,Yangzhou
SAMC072020,PRJCA000322,香杂交稻父本,XiangZaJiaoDao-Male Parent,,,,,,,,9.5,2.5,,30.9,102.5,,,,,108.8,20.9,,,,224,,1.08,,,,,,30.4,,7.7,,,,,,,2015,Yangzhou
SAMC072021,PRJCA000322,丙414,Bing414,,,,,,,,9.2,2.6,,26.9,106.5,,,,,100.8,19.7,,,,218.7,,1.02,,,,,,29.2,,11.3,,,,,,,2015,Yangzhou
SAMC072022,PRJCA000322,诺608,Nuo608,,,,,,,,8.5,2.4,,27,108.5,,,,,107.4,22.5,,,,302.7,,1.62,,,,,,27.5,,6,,,,,,,2015,Yangzhou
SAMC072023,PRJCA000322,R1128,R1128,,,,,,,,10.2,2.9,,25,115,,,,,97.4,19.2,,,,197.3,,1.39,,,,,,11.51,,5.3,,,,,,,2015,Yangzhou
SAMC072024,PRJCA000322,R2012,R2012,,,,,,,,9.8,2.8,,31,97,,,,,97,23.9,,,,140,,0.7,,,,,,30.91,,8.3,,,,,,,2015,Yangzhou
SAMC072025,PRJCA000322,R9368,R9368,,,,,,,,9.3,2.5,,27.6,99,,,,,113.6,21.5,,,,457.7,,2.32,,,,,,17.11,,6.3,,,,,,,2015,Yangzhou
SAMC072026,PRJCA000322,远恢2号,YuanHui2Hao,,,,,,,,8.5,2.8,,25.4,110,,,,,104.8,23.1,,,,227.3,,1.02,,,,,,23.61,,5.7,,,,,,,2015,Yangzhou
SAMC072027,PRJCA000322,中9B,Zhong9B,,,,,,,,9.8,2.2,,21.8,69,,,,,80.6,22.7,,,,175.3,,0.69,,,,,,16.84,,8.3,,,,,,,2015,Yangzhou
SAMC072028,PRJCA000322,R900,R900,,,,,,,,8,2.7,,22.7,110.5,,,,,98.4,21.2,,,,233.7,,0.97,,,,,,20.82,,5,,,,,,,2015,Yangzhou
SAMC072029,PRJCA000322,R916(扬恢916),YangHui916,,,,,,,,10.5,2.7,,33.9,102.5,,,,,108.2,22.6,,,,175.3,,0.99,,,,,,20.61,,5.3,,,,,,,2015,Yangzhou
SAMC072030,PRJCA000322,扬恢120(9311M/扬稻8号),YangHui120,,,,,,,,9.2,2.9,,32.4,102.5,,,,,108.8,22.4,,,,292,,1.64,,,,,,25.12,,8.3,,,,,,,2015,Yangzhou
SAMC072031,PRJCA000322,R938,R938,,,,,,,,9.1,2.8,,24.9,105,,,,,119.6,20.5,,,,262.3,,1.22,,,,,,18.81,,6.3,,,,,,,2015,Yangzhou
SAMC072032,PRJCA000322,盐两优88父本,YanLiangYou88-Male Parent,,,,,,,,9.3,2.6,,29.5,99,,,,,107.4,21.3,,,,334.3,,1.84,,,,,,21.99,,6.3,,,,,,,2015,Yangzhou
SAMC072033,PRJCA000322,中江D208,ZhongJiangD208,,,,,,,,9.2,2.7,,31.8,92.5,,,,,123.6,27.5,,,,250.3,,1.09,,,,,,29.51,,6.3,,,,,,,2015,Yangzhou
SAMC072034,PRJCA000322,广两优66父本,GuangLiangYou66-Male Parent,,,,,,,,9.2,2.8,,30.3,105,,,,,117.2,21.6,,,,210,,1.13,,,,,,41.76,,8,,,,,,,2015,Yangzhou
SAMC072035,PRJCA000322,广两优476父本,R476,,,,,,,,9.7,2.5,,29,97,,,,,109.8,22,,,,231.7,,1.34,,,,,,26.89,,6.3,,,,,,,2015,Yangzhou
SAMC072036,PRJCA000322,R6326WH26,R6326Wh26,,,,,,,,9.5,2.6,,29,97,,,,,107.4,23.3,,,,157.3,,0.7,,,,,,28.14,,7.3,,,,,,,2015,Yangzhou
SAMC072037,PRJCA000322,培两优慈四父本,CiXuan4Hao,,,,,,,,8.1,2.7,,22.8,97.5,,,,,104.6,22.4,,,,113,,0.45,,,,,,36,,9,,,,,,,2015,Yangzhou
SAMC072038,PRJCA000322,中8B,Zhong8B,,,,,,,,8.8,2.3,,20.9,69,,,,,72.8,19.3,,,,112.3,,0.36,,,,,,17.02,,9.7,,,,,,,2015,Yangzhou
SAMC072039,PRJCA000322,特青,TeQing,,,,,,,,7.6,3.1,,28.7,94,,,,,100.4,21.7,,,,265.3,,1.14,,,,,,38.98,,9.3,,,,,,,2015,Yangzhou
SAMC072040,PRJCA000322,温恢689,Wenhui689*,,,,,,,,9.3,2.4,,27.7,99,,,,,99.6,20.9,,,,209.7,,0.91,,,,,,29.36,,9,,,,,,,2015,Yangzhou
SAMC072041,PRJCA000322,焦点籼-恢复系,JiaoDianXian-Restorer*,,,,,,,,9.3,2.3,,29.7,97.5,,,,,104,21.4,,,,148.3,,0.83,,,,,,25.22,,5.3,,,,,,,2015,Yangzhou
SAMC072042,PRJCA000322,R108,R108,,,,,,,,8.9,2.5,,24.9,97.5,,,,,112,22.1,,,,192.3,,0.96,,,,,,27.34,,6.7,,,,,,,2015,Yangzhou
SAMC072043,PRJCA000322,R108(省院),R108*,,,,,,,,9.7,2.7,,30.3,97,,,,,107,24.7,,,,152.3,,0.85,,,,,,26.33,,6,,,,,,,2015,Yangzhou
SAMC072044,PRJCA000322,香恢4号,XiangHui4Hao,,,,,,,,9.2,2.6,,27.3,99,,,,,108.6,21,,,,334,,1.64,,,,,,22.88,,8.7,,,,,,,2015,Yangzhou
SAMC072045,PRJCA000322,香恢1号,XiangHui1Hao,,,,,,,,8.3,2.8,,28.6,89,,,,,96.4,26.4,,,,185.7,,0.69,,,,,,29.05,,7.7,,,,,,,2015,Yangzhou
SAMC072046,PRJCA000322,扬稻1号929-2,YangDao1Hao929-2,,,,,,,,9.2,2.6,,27,99,,,,,113.8,27.3,,,,281,,1.26,,,,,,29.46,,7.5,,,,,,,2015,Yangzhou
SAMC072047,PRJCA000322,扬稻2号,YangDao2Hao,,,,,,,,8.2,3.3,,28.8,99,,,,,104.8,24.8,,,,268.7,,1,,,,,,31.97,,8.7,,,,,,,2015,Yangzhou
SAMC072048,PRJCA000322,扬稻3号,YangDao3Hao,,,,,,,,8.9,2.7,,30.7,102.5,,,,,120.4,22.1,,,,133.3,,0.73,,,,,,23.81,,7,,,,,,,2015,Yangzhou
SAMC072049,PRJCA000322,9311B,9311B,,,,,,,,9.5,2.8,,27.5,81.5,,,,,86.2,24,,,,214,,0.89,,,,,,23.99,,7,,,,,,,2015,Yangzhou
SAMC072050,PRJCA000322,扬稻4号,YangDao4Hao,,,,,,,,8.9,2.8,,28.6,93.5,,,,,105,26.1,,,,207.7,,1.11,,,,,,45.93,,10.3,,,,,,,2015,Yangzhou
SAMC072051,PRJCA000322,盐籼3021,YanXian3021,,,,,,,,10,2.7,,29.5,97,,,,,112.4,30.2,,,,195.3,,0.97,,,,,,38.23,,7.3,,,,,,,2015,Yangzhou
SAMC072052,PRJCA000322,扬辐籼2号,YangFuXian2Hao,,,,,,,,7.9,3.1,,26.4,85,,,,,94.6,25.3,,,,111,,0.48,,,,,,27.97,,6.7,,,,,,,2015,Yangzhou
SAMC072053,PRJCA000322,南京11,NanJing11Hao,,,,,,,,8.7,2.6,,24.8,97.5,,,,,126.2,33.7,,,,345.7,,1.47,,,,,,25.31,,5,,,,,,,2015,Yangzhou
SAMC072054,PRJCA000322,无融合籼,WuRongHeXian,,,,,,,,8,2.8,,23.5,89,,,,,94.8,23.2,,,,72.7,,0.27,,,,,,21.73,,8.3,,,,,,,2015,Yangzhou
SAMC072055,PRJCA000322,谷梅4号,GuMei4Hao,,,,,,,,7.8,3.3,,26.2,89,,,,,92.2,21.9,,,,234.3,,0.99,,,,,,28.02,,10.3,,,,,,,2015,Yangzhou
SAMC072057,PRJCA000322,K89-B5,K89-B5,,,,,,,,9.8,2.5,,26.6,102.5,,,,,114,23.2,,,,467.3,,1.96,,,,,,27.89,,6.7,,,,,,,2015,Yangzhou
SAMC072058,PRJCA000322,罗标,LuoBiao,,,,,,,,7.7,3.4,,26.7,91,,,,,109.2,23.9,,,,244.7,,1.01,,,,,,39.19,,9.3,,,,,,,2015,Yangzhou
SAMC072059,PRJCA000322,桂朝2号,GuiChao2Hao,,,,,,,,9.9,2.2,,24.5,97,,,,,113.4,24.4,,,,238,,1.06,,,,,,33.21,,9.3,,,,,,,2015,Yangzhou
SAMC072060,PRJCA000322,K17B,K17B,,,,,,,,9.2,2.9,,28.9,75.5,,,,,88.8,20.3,,,,126,,0.58,,,,,,25.69,,10.7,,,,,,,2015,Yangzhou
SAMC072061,PRJCA000322,奇妙香,QiMiaoXiang,,,,,,,,9.8,2.4,,25.1,89.5,,,,,110.2,26.1,,,,439.3,,2.18,,,,,,32.23,,9.3,,,,,,,2015,Yangzhou
SAMC072062,PRJCA000322,中健2号,ZhongJian2Hao,,,,,,,,8.9,2.6,,20,92.5,,,,,112.4,25.6,,,,176,,0.67,,,,,,24.6,,7.3,,,,,,,2015,Yangzhou
SAMC072063,PRJCA000322,胜泰1号,ShengTai1Hao,,,,,,,,10.8,2.3,,27.2,92.5,,,,,117,26.7,,,,228,,0.91,,,,,,28.79,,7.7,,,,,,,2015,Yangzhou
SAMC072064,PRJCA000322,农香18,NongXiang18,,,,,,,,9.6,2.5,,25.6,92,,,,,105.2,25.5,,,,238.7,,1.18,,,,,,22.6,,9,,,,,,,2015,Yangzhou
SAMC072065,PRJCA000322,江西丝苗,JiangXiSiMiao,,,,,,,,10.4,2.7,,27.6,89.5,,,,,105.6,25.2,,,,278,,1.5,,,,,,24.8,,9,,,,,,,2015,Yangzhou
SAMC072066,PRJCA000322,湘晚籼10号,XiangWanXian10Hao,,,,,,,,9.8,2.3,,25.2,91,,,,,106.6,26.6,,,,269.7,,1.2,,,,,,29.78,,9,,,,,,,2015,Yangzhou
SAMC072067,PRJCA000322,华润2号(湖南亚华引),HuaRun2Hao,,,,,,,,9.6,2.6,,21.7,92.5,,,,,109.6,25.6,,,,328.3,,1.21,,,,,,25.22,,7.3,,,,,,,2015,Yangzhou
SAMC072068,PRJCA000322,柳丰香占,LiuFengXiangZhan,,,,,,,,8.5,2.5,,23.3,93,,,,,105.4,23,,,,196,,0.71,,,,,,26.5,,9.7,,,,,,,2015,Yangzhou
SAMC072069,PRJCA000322,五山丝苗,WuShanSiMiao,,,,,,,,9.7,2.3,,21.8,92.5,,,,,111.4,23.8,,,,286,,1.25,,,,,,26.85,,7.7,,,,,,,2015,Yangzhou
SAMC072070,PRJCA000322,五山丝苗选,WuShanSiMiaoXuan,,,,,,,,8.5,2.5,,21.7,93.5,,,,,101.8,21.8,,,,215.3,,0.97,,,,,,23.6,,7.7,,,,,,,2015,Yangzhou
SAMC072071,PRJCA000322,泸香618B,LuXiang618B,,,,,,,,10.2,2.5,,21.6,79.5,,,,,84.2,27.2,,,,550.3,,2.05,,,,,,21.76,,8.3,,,,,,,2015,Yangzhou
SAMC072072,PRJCA000322,华粳籼74,HuaGengXian74,,,,,,,,7,3,,26.9,73.5,,,,,71.6,18.9,,,,54.3,,0.21,,,,,,20.47,,8.7,,,,,,,2015,Yangzhou
SAMC072073,PRJCA000322,广陆矮4号,GuangLuAi4Hao,,,,,,,,11.2,2.4,,28.2,82.5,,,,,104.2,24.2,,,,90.3,,0.44,,,,,,23.9,,8,,,,,,,2015,Yangzhou
SAMC072074,PRJCA000322,佳辐占,JiaFuZhan,,,,,,,,9.1,2.4,,23.5,89.5,,,,,97.2,25.4,,,,26.6,,,,,,,,,,7.3,,,,,,,2015,Yangzhou
SAMC072075,PRJCA000322,黄华占,HuangHuaZhan,,,,,,,,7.8,2.2,,16.9,96,,,,,114.8,23.2,,,,137.3,,0.48,,,,,,17.44,,7.3,,,,,,,2015,Yangzhou
SAMC072076,PRJCA000322,三黄占2号,SanHuangZhan2Hao,,,,,,,,9.8,2.2,,21.3,92.5,,,,,95.8,25.4,,,,322,,1.14,,,,,,20.04,,5.7,,,,,,,2015,Yangzhou
SAMC072077,PRJCA000322,广超123,GuangChao123,,,,,,,,9,2.3,,21.3,97.5,,,,,107.4,23.8,,,,171.3,,0.61,,,,,,29.53,,8.3,,,,,,,2015,Yangzhou
SAMC072078,PRJCA000322,粤晶丝苗2号,YueJingSiMiao2Hao,,,,,,,,9.2,2.2,,23.4,92.5,,,,,94.4,25.6,,,,25.8,,,,,,,,,,8,,,,,,,2015,Yangzhou
SAMC072079,PRJCA000322,粤抗1121,YueKang1121,,,,,,,,8.9,2.1,,21.5,93.5,,,,,105.4,23.8,,,,39.4,,,,,,,,,,8,,,,,,,2015,Yangzhou
SAMC072080,PRJCA000322,新1122,Xin1122,,,,,,,,9,2.5,,27.5,92.5,,,,,114.6,24.2,,,,31.3,,,,,,,,,,6.7,,,,,,,2015,Yangzhou
SAMC072081,PRJCA000322,R207,LuZhouZaoB,,,,,,,,9.2,2.5,,23.3,77,,,,,92.6,22.5,,,,391,,1.63,,,,,,22.23,,11.3,,,,,,,2015,Yangzhou
SAMC072082,PRJCA000322,泸州早B,R207,,,,,,,,9.8,2.7,,23,97,,,,,116.2,21.5,,,,400.7,,1.32,,,,,,30.2,,9.3,,,,,,,2015,Yangzhou
SAMC072083,PRJCA000322,广恢128,GuangHui128,,,,,,,,9.3,2.5,,23,93,,,,,100.8,24.8,,,,11.7,,,,,,,,,,9,,,,,,,2015,Yangzhou
SAMC072084,PRJCA000322,广恢998,GuangHui998,,,,,,,,9.6,2.6,,31.3,98,,,,,111.8,22.8,,,,161.7,,0.68,,,,,,25.98,,8,,,,,,,2015,Yangzhou
SAMC072085,PRJCA000322,R6090,R6090,,,,,,,,9.2,2.4,,23.3,93,,,,,107.6,22.8,,,,42.3,,,,,,,,,,8.7,,,,,,,2015,Yangzhou
SAMC072086,PRJCA000322,岳R9113,YueR9113,,,,,,,,6.8,2.5,,14.6,89,,,,,91.4,17.8,,,,1157.7,,3.13,,,,,,23.49,,5.3,,,,,,,2015,Yangzhou
SAMC072087,PRJCA000322,大密穗,DaMiSui,,,,,,,,8.4,2.7,,29.7,99.5,,,,,107.6,23.7,,,,65.7,,0.28,,,,,,19.34,,4.7,,,,,,,2015,Yangzhou
SAMC072088,PRJCA000322,泰香粳广亲和,TaiXiangGeng,,,,,,,,8.6,2.9,,20.8,105,,,,,118.6,21.2,,,,210,,1.17,,,,,,24.12,,3.3,,,,,,,2015,Yangzhou
SAMC072089,PRJCA000322,宁波粳恢迟,NingBoGengHuiChi,,,,,,,,8.5,3.3,,24,84.5,,,,,100.2,24,,,,424.7,,1.96,,,,,,43.65,,8,,,,,,,2015,Yangzhou
SAMC072090,PRJCA000322,N333宁波恢复系早,N333-Restorer,,,,,,,,6.3,3.5,,30.2,90,,,,,97.6,24.1,,,,162,,0.69,,,,,,59.07,,9.5,,,,,,,2015,Yangzhou
SAMC072091,PRJCA000322,2428,2428,,,,,,,,7.9,2.5,,20.3,92.5,,,,,119.2,22.5,,,,219,,0.61,,,,,,30.48,,7.7,,,,,,,2015,Yangzhou
SAMC072092,PRJCA000322,协B,XieB,,,,,,,,9.8,2.7,,24.8,72.5,,,,,73.6,18.4,,,,84,,0.47,,,,,,18.44,,8.3,,,,,,,2015,Yangzhou
SAMC072093,PRJCA000322,川谷B,ChuanGuB,,,,,,,,9.1,2.5,,24.5,85.5,,,,,99.6,26.8,,,,178.3,,0.7,,,,,,26.09,,7.7,,,,,,,2015,Yangzhou
SAMC072094,PRJCA000322,沪旱15,HuHan15,,,,,,,,8.5,3.4,,31.3,82,,,,,88,18.2,,,,55.3,,0.27,,,,,,14.39,,6.7,,,,,,,2015,Yangzhou
