Sample_ID,Bioproject,Name,Name_cn,Upper leaf number,Total leaf number,Days to anthesis,Plant height,Ear height,Relative ear height,Leaf width,Leaf length,Tassel length,Tassel branch number,Lower leaf angle,Upper leaf angle,Stem diameter,Cobcolor,Kernelcolor,ERN,Days to silking,Anthesis to silking interval,Unnamed: 22,Treatment,Years,location,Region_cn,Region
PHJ89,PRJNA609577,PHJ89,-,6.0,,57.0,228.6,69.7,30.5,8.5,69.8,34.0,6.1,154.4,25.7,,,,,60.0,3.0,,,2017,HeBei Province,河北省,Hebei
Lp215D,PRJNA609577,Lp215D,-,5.8,,55.5,225.5,73.1,32.4,9.0,73.1,41.7,5.6,149.8,32.0,,,,,60.5,5.0,,,2017,HeBei Province,河北省,Hebei
Aiji205,PRJNA609577,Aiji205,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
HuangC,PRJNA609577,HuangC,-,6.1,,66.0,260.0,102.7,39.5,9.1,74.8,31.3,4.4,153.0,28.8,,,,,65.0,-1.0,,,2017,HeBei Province,河北省,Hebei
618,PRJNA609577,618,-,6.8,,68.0,220.2,109.9,50.0,10.4,84.2,36.1,11.3,138.3,47.2,,,,,70.5,2.5,,,2017,HeBei Province,河北省,Hebei
Ernan24,PRJNA609577,Ernan24,-,5.3,,64.0,231.5,104.3,45.1,8.3,80.6,30.7,14.6,144.6,37.7,,,,,64.0,0.0,,,2017,HeBei Province,河北省,Hebei
H21,PRJNA609577,H21,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
5237,PRJNA609577,5237,-,6.0,,69.5,202.7,91.4,45.1,8.1,70.8,29.4,7.4,158.3,25.3,,,,,69.0,-0.5,,,2017,HeBei Province,河北省,Hebei
485,PRJNA609577,485,-,4.5,,57.0,172.9,64.5,37.3,7.9,69.3,35.9,7.2,149.7,28.9,,,,,61.0,4.0,,,2017,HeBei Province,河北省,Hebei
9010,PRJNA609577,9010,-,5.5,,71.0,146.0,73.2,50.1,9.9,64.4,27.0,11.6,170.2,13.5,,,,,72.0,1.0,,,2017,HeBei Province,河北省,Hebei
DAN360,PRJNA609577,DAN360,-,5.8,,70.0,218.3,103.4,47.4,8.9,74.8,27.5,12.0,165.4,17.3,,,,,71.5,1.5,,,2017,HeBei Province,河北省,Hebei
Liao9586,PRJNA609577,Liao9586,-,3.8,,75.0,124.3,67.3,54.0,8.1,47.0,18.7,7.7,161.7,26.1,,,,,76.0,1.0,,,2017,HeBei Province,河北省,Hebei
SI273,PRJNA609577,SI273,-,7.0,,61.0,194.6,76.0,39.0,8.5,78.4,33.2,11.4,175.1,11.4,,,,,64.5,3.5,,,2017,HeBei Province,河北省,Hebei
Ying64,PRJNA609577,Ying64,-,5.4,,59.5,210.9,94.6,44.8,9.7,65.5,34.8,13.7,131.0,52.7,,,,,59.5,0.0,,,2017,HeBei Province,河北省,Hebei
Dian11,PRJNA609577,Dian11,-,4.9,,54.5,172.1,62.1,36.1,9.0,61.8,30.5,7.6,138.5,42.7,,,,,56.0,1.5,,,2017,HeBei Province,河北省,Hebei
81565,PRJNA609577,81565,-,5.8,,75.5,278.8,148.5,53.1,9.1,76.1,29.9,14.9,161.8,19.9,,,,,79.0,3.5,,,2017,HeBei Province,河北省,Hebei
Ye8001,PRJNA609577,Ye8001,-,4.9,,64.5,208.7,89.8,43.1,7.8,65.2,25.1,18.6,165.6,11.9,,,,,72.0,7.5,,,2017,HeBei Province,河北省,Hebei
C8605_2,PRJNA609577,C8605_2,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
8902,PRJNA609577,8902,-,5.7,,66.0,206.8,78.3,37.9,8.4,65.1,22.6,6.8,174.7,16.6,,,,,66.5,0.5,,,2017,HeBei Province,河北省,Hebei
Ken44,PRJNA609577,Ken44,-,5.4,,54.0,152.2,48.8,32.0,8.0,55.5,31.4,10.6,138.8,42.9,,,,,56.0,2.0,,,2017,HeBei Province,河北省,Hebei
Huang428,PRJNA609577,Huang428,-,5.9,,67.5,209.0,87.3,41.7,9.3,80.8,35.2,23.7,158.7,22.4,,,,,67.5,0.0,,,2017,HeBei Province,河北省,Hebei
H152,PRJNA609577,H152,-,5.0,,64.5,219.7,92.1,41.8,8.9,83.0,33.5,11.1,152.1,30.3,,,,,66.0,1.5,,,2017,HeBei Province,河北省,Hebei
Danhuang02,PRJNA609577,Danhuang02,-,5.5,,77.5,238.5,127.0,53.3,9.9,76.8,32.1,23.0,148.2,34.7,,,,,76.5,-1.0,,,2017,HeBei Province,河北省,Hebei
ZaC546,PRJNA609577,ZaC546,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
HZ85,PRJNA609577,HZ85,-,5.8,,65.5,268.5,106.8,39.8,8.8,81.4,40.9,6.7,166.7,17.6,,,,,68.0,2.5,,,2017,HeBei Province,河北省,Hebei
Dan599,PRJNA609577,Dan599,-,5.1,,71.0,215.7,110.0,51.0,9.5,67.3,33.5,10.0,153.8,33.8,,,,,67.5,-3.5,,,2017,HeBei Province,河北省,Hebei
7327,PRJNA609577,7327,-,5.9,,71.5,213.7,114.8,53.7,9.5,73.8,29.2,22.0,161.7,16.5,,,,,74.5,3.0,,,2017,HeBei Province,河北省,Hebei
Suwan1611,PRJNA609577,Suwan1611,-,4.9,,,229.7,105.6,46.0,8.2,90.2,36.8,9.2,163.0,16.4,,,,,69.0,,,,2017,HeBei Province,河北省,Hebei
Ye52106,PRJNA609577,Ye52106,-,4.3,,67.0,251.8,136.7,54.3,10.7,65.3,40.1,9.8,168.4,13.1,,,,,71.0,4.0,,,2017,HeBei Province,河北省,Hebei
H49,PRJNA609577,H49,-,6.1,,65.0,213.7,114.7,53.7,9.6,72.8,28.3,11.8,125.7,59.7,,,,,65.0,0.0,,,2017,HeBei Province,河北省,Hebei
WIL_23,PRJNA609577,WIL_23,-,5.8,,66.0,200.1,94.9,47.5,10.2,77.6,27.5,9.4,166.6,16.3,,,,,65.0,-1.0,,,2017,HeBei Province,河北省,Hebei
A801,PRJNA609577,A801,-,5.6,,70.0,260.7,105.1,40.4,8.1,77.8,35.8,10.8,164.0,19.7,,,,,73.0,3.0,,,2017,HeBei Province,河北省,Hebei
WIL_15,PRJNA609577,WIL_15,-,6.3,,64.0,205.2,73.8,36.0,9.7,65.5,24.9,8.0,164.7,15.6,,,,,64.0,0.0,,,2017,HeBei Province,河北省,Hebei
ZK4M,PRJNA609577,ZK4M,-,4.8,,69.0,234.9,110.3,46.9,9.6,84.3,29.2,11.7,162.3,21.3,,,,,72.0,3.0,,,2017,HeBei Province,河北省,Hebei
WIL_19,PRJNA609577,WIL_19,-,5.7,,69.5,239.0,91.3,38.2,9.1,70.8,29.2,3.5,162.4,18.3,,,,,69.5,0.0,,,2017,HeBei Province,河北省,Hebei
WIL_20,PRJNA609577,WIL_20,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
LY16M,PRJNA609577,LY16M,-,6.3,,61.5,218.1,103.1,47.2,8.7,70.3,30.5,8.7,147.6,35.8,,,,,62.5,1.0,,,2017,HeBei Province,河北省,Hebei
WIL_17,PRJNA609577,WIL_17,-,5.0,,66.5,169.2,67.6,39.9,8.6,74.8,30.8,8.4,171.0,10.3,,,,,66.0,-0.5,,,2017,HeBei Province,河北省,Hebei
Baihunhuang,PRJNA609577,Baihunhuang,-,5.3,,57.5,217.4,103.8,47.7,8.9,73.5,30.8,13.3,152.2,30.1,,,,,59.0,1.5,,,2017,HeBei Province,河北省,Hebei
WIL_18,PRJNA609577,WIL_18,-,7.4,,71.5,250.7,107.6,42.9,9.4,73.0,28.6,7.1,157.6,27.7,,,,,71.5,0.0,,,2017,HeBei Province,河北省,Hebei
Jian1495b,PRJNA609577,Jian1495b,-,6.4,,69.5,245.9,105.4,43.0,9.5,82.8,30.5,6.6,172.6,10.8,,,,,70.5,1.0,,,2017,HeBei Province,河北省,Hebei
huangzaosi,PRJNA609577,huangzaosi,-,5.7,,64.0,220.0,104.8,47.7,7.3,68.0,28.1,12.8,154.9,29.2,,,,,67.0,3.0,,,2017,HeBei Province,河北省,Hebei
Xu052,PRJNA609577,Xu052,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
Xun92_8,PRJNA609577,Xun92_8,-,5.4,,67.5,232.0,121.7,52.5,9.2,71.0,25.2,21.1,165.1,16.7,,,,,70.0,2.5,,,2017,HeBei Province,河北省,Hebei
Q1261,PRJNA609577,Q1261,-,6.1,,68.5,262.8,123.8,47.4,10.3,84.1,35.0,8.3,165.8,16.0,,,,,69.0,0.5,,,2017,HeBei Province,河北省,Hebei
Denghai4866,PRJNA609577,Denghai4866,-,6.8,,69.0,220.2,80.6,36.6,7.0,87.8,34.3,14.3,173.7,8.2,,,,,74.0,5.0,,,2017,HeBei Province,河北省,Hebei
32,PRJNA609577,32,-,5.5,,69.0,200.6,87.1,43.5,7.0,69.3,30.3,4.9,153.5,24.5,,,,,71.0,2.0,,,2017,HeBei Province,河北省,Hebei
Ye107,PRJNA609577,Ye107,-,6.8,,67.5,169.1,53.8,31.8,8.9,65.7,27.6,5.2,169.6,14.8,,,,,69.0,1.5,,,2017,HeBei Province,河北省,Hebei
ICI_740,PRJNA609577,ICI_740,-,5.4,,64.5,236.3,92.6,39.2,7.4,82.6,32.3,7.4,165.7,19.3,,,,,65.0,0.5,,,2017,HeBei Province,河北省,Hebei
911,PRJNA609577,911,-,5.6,,55.0,203.5,68.7,33.7,7.8,65.8,32.3,15.0,154.6,29.0,,,,,56.5,1.5,,,2017,HeBei Province,河北省,Hebei
PHW51,PRJNA609577,PHW51,-,6.8,,68.5,218.5,97.6,44.6,8.5,64.8,29.3,7.3,151.9,31.6,,,,,68.0,-0.5,,,2017,HeBei Province,河北省,Hebei
LH202,PRJNA609577,LH202,-,4.9,,59.5,223.9,98.9,44.1,8.7,73.1,31.3,6.8,161.4,13.7,,,,,62.0,2.5,,,2017,HeBei Province,河北省,Hebei
B12,PRJNA609577,B12,-,4.4,,69.0,257.8,131.4,51.0,7.6,66.3,32.2,7.8,157.3,25.6,,,,,70.5,1.5,,,2017,HeBei Province,河北省,Hebei
H105W,PRJNA609577,H105W,-,5.6,,63.0,206.3,102.5,49.7,8.0,82.6,31.1,8.4,123.4,59.7,,,,,66.0,3.0,,,2017,HeBei Province,河北省,Hebei
WIL_28,PRJNA609577,WIL_28,-,4.5,,63.0,244.0,88.3,36.2,11.5,58.3,30.0,3.9,156.9,35.0,,,,,65.5,2.5,,,2017,HeBei Province,河北省,Hebei
WIL_12,PRJNA609577,WIL_12,-,6.2,,54.0,203.7,72.4,35.6,7.8,82.3,32.3,8.7,160.5,23.6,,,,,56.0,2.0,,,2017,HeBei Province,河北省,Hebei
WIL_4,PRJNA609577,WIL_4,-,5.4,,56.0,195.2,68.5,35.1,7.9,68.7,24.8,3.4,159.1,18.8,,,,,59.5,3.5,,,2017,HeBei Province,河北省,Hebei
Ji53,PRJNA609577,Ji53,-,5.9,,66.0,185.0,85.1,46.1,10.5,55.3,33.8,14.8,160.1,21.3,,,,,65.0,-1.0,,,2017,HeBei Province,河北省,Hebei
Dan9046,PRJNA609577,Dan9046,-,5.5,,68.5,144.0,60.3,41.9,8.4,58.8,29.3,11.5,161.6,19.1,,,,,71.5,3.0,,,2017,HeBei Province,河北省,Hebei
WIL_1,PRJNA609577,WIL_1,-,5.5,,64.0,236.1,89.5,37.9,8.3,76.5,39.7,5.2,164.2,22.2,,,,,65.0,1.0,,,2017,HeBei Province,河北省,Hebei
A659,PRJNA609577,A659,-,5.4,,59.5,235.9,87.0,36.9,8.4,82.6,32.9,16.2,157.9,28.7,,,,,61.0,1.5,,,2017,HeBei Province,河北省,Hebei
3H_2,PRJNA609577,3H_2,-,6.0,,76.0,203.2,105.7,52.0,9.3,62.8,23.3,14.5,162.8,18.0,,,,,75.0,-1.0,,,2017,HeBei Province,河北省,Hebei
FusheA,PRJNA609577,FusheA,-,3.8,,72.5,166.2,107.8,,7.5,52.4,25.1,19.3,147.8,28.0,,,,,73.5,1.0,,,2017,HeBei Province,河北省,Hebei
Yu82,PRJNA609577,Yu82,-,6.2,,,207.8,75.0,36.1,7.1,89.4,36.3,12.8,174.4,8.6,,,,,66.5,,,,2017,HeBei Province,河北省,Hebei
ZK11M,PRJNA609577,ZK11M,-,4.7,,70.5,192.8,82.0,42.5,8.3,78.2,36.3,9.4,168.0,14.0,,,,,71.5,1.0,,,2017,HeBei Province,河北省,Hebei
LH213,PRJNA609577,LH213,-,6.3,,66.5,236.3,80.0,33.9,9.1,79.5,31.8,5.7,152.9,30.9,,,,,65.0,2.0,,,2017,HeBei Province,河北省,Hebei
ZS01250,PRJNA609577,ZS01250,-,4.6,,55.0,158.8,60.1,37.8,7.1,54.7,29.5,3.7,148.4,32.0,,,,,59.0,4.0,,,2017,HeBei Province,河北省,Hebei
904,PRJNA609577,904,-,5.5,,54.0,190.6,57.7,30.2,7.6,68.6,31.2,9.6,144.8,35.8,,,,,55.0,1.0,,,2017,HeBei Province,河北省,Hebei
CS608,PRJNA609577,CS608,-,5.3,,67.0,217.9,80.6,36.9,8.3,77.4,28.8,5.3,159.2,21.0,,,,,70.5,3.5,,,2017,HeBei Province,河北省,Hebei
515,PRJNA609577,515,-,5.3,,64.5,236.3,116.8,49.4,8.0,74.0,32.8,7.7,168.2,12.3,,,,,68.0,3.5,,,2017,HeBei Province,河北省,Hebei
K12,PRJNA609577,K12,-,6.3,,76.0,243.6,117.0,48.1,8.2,80.1,38.1,5.8,164.9,16.3,,,,,77.5,1.5,,,2017,HeBei Province,河北省,Hebei
6F629,PRJNA609577,6F629,-,5.4,,63.0,242.3,106.1,43.8,9.5,71.3,34.4,7.7,154.3,33.8,,,,,65.0,2.0,,,2017,HeBei Province,河北省,Hebei
Huangyesi3,PRJNA609577,Huangyesi3,-,5.3,,64.0,184.5,85.3,46.2,9.0,68.6,31.5,16.1,171.2,11.6,,,,,65.5,1.5,,,2017,HeBei Province,河北省,Hebei
5005,PRJNA609577,5005,-,4.9,,67.5,168.3,60.5,35.9,9.2,67.0,34.8,11.6,151.9,27.9,,,,,68.0,0.5,,,2017,HeBei Province,河北省,Hebei
IBB14,PRJNA609577,IBB14,-,5.9,,59.5,203.8,90.4,44.4,6.8,71.4,32.8,7.8,146.4,34.0,,,,,62.5,3.0,,,2017,HeBei Province,河北省,Hebei
PHW30,PRJNA609577,PHW30,-,6.5,,58.5,246.7,88.5,35.8,6.1,78.7,30.0,15.4,168.5,10.6,,,,,62.5,4.0,,,2017,HeBei Province,河北省,Hebei
Yuanqi123,PRJNA609577,Yuanqi123,-,5.2,,63.0,175.9,67.3,38.3,9.4,82.4,43.5,6.4,153.1,33.2,,,,,64.0,1.0,,,2017,HeBei Province,河北省,Hebei
VA26,PRJNA609577,VA26,-,6.5,,62.5,248.1,92.6,37.4,8.7,76.3,32.7,21.6,153.7,29.7,,,,,62.5,0.0,,,2017,HeBei Province,河北省,Hebei
B95,PRJNA609577,B95,-,6.5,,74.5,257.6,119.0,46.2,9.2,80.7,40.4,5.9,161.0,23.0,,,,,71.0,-3.5,,,2017,HeBei Province,河北省,Hebei
Yuanwu02,PRJNA609577,Yuanwu02,-,4.6,,65.5,179.8,85.8,47.6,10.3,72.0,34.5,6.5,160.2,20.0,,,,,65.0,-0.5,,,2017,HeBei Province,河北省,Hebei
Tie7922,PRJNA609577,Tie7922,-,5.2,,68.0,284.3,132.5,46.7,9.4,77.3,24.4,5.5,169.2,22.3,,,,,69.5,1.5,,,2017,HeBei Province,河北省,Hebei
Ji842,PRJNA609577,Ji842,-,6.0,,65.5,245.0,103.3,42.2,8.9,80.7,36.8,14.6,171.6,12.9,,,,,65.5,0.0,,,2017,HeBei Province,河北省,Hebei
Hai1134,PRJNA609577,Hai1134,-,6.2,,61.0,234.1,86.2,36.9,10.4,75.5,36.5,11.8,162.0,23.1,,,,,63.0,2.0,,,2017,HeBei Province,河北省,Hebei
Cheng687,PRJNA609577,Cheng687,-,5.6,,71.0,215.3,92.1,42.8,10.2,81.4,29.5,8.9,161.9,25.1,,,,,71.5,0.5,,,2017,HeBei Province,河北省,Hebei
CI_187_2,PRJNA609577,CI_187_2,-,5.7,,65.5,208.0,87.6,42.1,8.4,68.3,36.9,10.9,144.5,35.5,,,,,68.5,3.0,,,2017,HeBei Province,河北省,Hebei
MT42,PRJNA609577,MT42,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
H95,PRJNA609577,H95,-,6.3,,62.0,207.7,72.9,35.1,9.2,75.8,32.9,11.6,143.4,40.4,,,,,66.5,4.5,,,2017,HeBei Province,河北省,Hebei
C123,PRJNA609577,C123,-,4.8,,59.0,181.3,69.3,38.3,9.3,70.7,33.0,14.8,154.4,29.6,,,,,61.0,2.0,,,2017,HeBei Province,河北省,Hebei
WF9,PRJNA609577,WF9,-,5.8,,65.5,202.5,92.9,45.9,11.0,76.4,31.7,15.9,128.1,54.6,,,,,63.5,-2.0,,,2017,HeBei Province,河北省,Hebei
VA59,PRJNA609577,VA59,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
VA17,PRJNA609577,VA17,-,6.3,,68.5,185.5,68.6,36.9,9.3,82.8,36.3,6.3,152.9,31.2,,,,,80.0,,,,2017,HeBei Province,河北省,Hebei
Wu105,PRJNA609577,Wu105,-,3.3,,67.5,223.5,114.9,51.2,6.6,70.7,37.1,11.4,152.7,31.8,,,,,68.0,0.5,,,2017,HeBei Province,河北省,Hebei
75_1,PRJNA609577,75_1,-,6.3,,75.5,260.1,139.7,53.8,8.6,74.0,33.5,21.9,156.3,28.4,,,,,76.5,1.0,,,2017,HeBei Province,河北省,Hebei
Nan21_3,PRJNA609577,Nan21_3,-,5.0,,68.0,215.9,102.4,47.3,8.6,72.3,31.6,11.4,145.5,37.8,,,,,68.0,0.0,,,2017,HeBei Province,河北省,Hebei
Chang72,PRJNA609577,Chang72,-,4.6,,66.5,222.8,119.0,53.4,9.3,73.8,39.7,15.3,150.4,29.6,,,,,66.0,-0.5,,,2017,HeBei Province,河北省,Hebei
Wenhuang31413,PRJNA609577,Wenhuang31413,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
Hai014,PRJNA609577,Hai014,-,6.4,,56.5,216.0,91.8,42.5,7.3,58.3,29.2,5.5,153.0,34.4,,,,,62.0,5.5,,,2017,HeBei Province,河北省,Hebei
Ji876,PRJNA609577,Ji876,-,6.5,,65.0,213.2,91.7,43.0,9.1,81.0,34.3,6.8,158.3,23.0,,,,,62.5,-2.5,,,2017,HeBei Province,河北省,Hebei
Hua94,PRJNA609577,Hua94,-,4.3,,52.5,158.3,58.1,36.5,9.0,55.8,29.4,11.6,140.9,40.1,,,,,53.0,0.5,,,2017,HeBei Province,河北省,Hebei
ND255,PRJNA609577,ND255,-,6.1,,53.5,176.9,60.5,34.2,6.8,62.5,21.8,18.9,130.7,47.1,,,,,62.5,9.0,,,2017,HeBei Province,河北省,Hebei
334_1,PRJNA609577,334_1,-,4.8,,60.0,164.0,76.4,46.6,8.7,69.2,29.2,16.4,142.8,42.1,,,,,65.5,5.5,,,2017,HeBei Province,河北省,Hebei
Qi205,PRJNA609577,Qi205,-,6.0,,65.0,205.3,104.3,50.7,9.8,77.7,29.3,10.3,161.4,19.4,,,,,66.0,1.0,,,2017,HeBei Province,河北省,Hebei
Zheng22,PRJNA609577,Zheng22,-,7.1,,58.5,197.3,50.9,26.1,9.7,73.5,33.8,11.5,161.5,21.6,,,,,65.0,6.5,,,2017,HeBei Province,河北省,Hebei
Dan340,PRJNA609577,Dan340,-,5.2,,71.0,186.2,97.6,52.7,8.6,65.3,28.0,11.5,160.4,24.8,,,,,70.0,0.0,,,2017,HeBei Province,河北省,Hebei
E28,PRJNA609577,E28,-,5.7,,70.0,190.1,89.7,47.2,9.1,68.9,26.0,16.3,159.7,22.1,,,,,70.0,0.0,,,2017,HeBei Province,河北省,Hebei
S37,PRJNA609577,S37,-,5.8,,76.0,173.8,91.8,52.9,8.2,57.0,26.7,15.2,146.5,34.1,,,,,75.0,-1.0,,,2017,HeBei Province,河北省,Hebei
WIL_22,PRJNA609577,WIL_22,-,6.7,,70.0,,,,9.1,73.5,30.0,7.0,166.3,17.4,,,,,70.0,0.0,,,2017,HeBei Province,河北省,Hebei
WIL_6,PRJNA609577,WIL_6,-,5.3,,63.5,270.2,107.4,39.7,8.9,80.3,37.5,6.1,151.9,31.4,,,,,63.5,0.0,,,2017,HeBei Province,河北省,Hebei
Lx03_2,PRJNA609577,Lx03_2,-,5.7,,68.5,222.1,88.4,39.8,10.1,74.4,31.9,10.9,158.2,23.7,,,,,71.5,3.0,,,2017,HeBei Province,河北省,Hebei
811A,PRJNA609577,811A,-,5.2,,66.5,191.7,102.4,53.4,11.1,58.5,23.0,9.3,165.7,20.5,,,,,67.5,1.0,,,2017,HeBei Province,河北省,Hebei
Luosu3,PRJNA609577,Luosu3,-,6.9,,56.0,217.2,98.8,45.5,6.2,68.0,32.1,13.3,149.4,29.8,,,,,55.0,-1.0,,,2017,HeBei Province,河北省,Hebei
OQ101,PRJNA609577,OQ101,-,5.1,,52.5,175.1,65.6,37.5,7.4,62.9,24.2,16.9,161.8,18.0,,,,,53.0,0.5,,,2017,HeBei Province,河北省,Hebei
LH195,PRJNA609577,LH195,-,5.7,,69.5,209.1,78.1,37.3,8.7,77.2,32.9,8.0,161.5,16.3,,,,,70.0,0.5,,,2017,HeBei Province,河北省,Hebei
Zong31,PRJNA609577,Zong31,-,4.8,,65.5,195.2,82.5,42.4,8.5,66.8,35.5,10.2,162.4,20.3,,,,,64.5,-1.0,,,2017,HeBei Province,河北省,Hebei
Wu109,PRJNA609577,Wu109,-,5.0,,65.5,208.3,108.9,52.4,9.5,74.0,34.6,16.3,149.6,31.8,,,,,65.5,0.0,,,2017,HeBei Province,河北省,Hebei
RS_710,PRJNA609577,RS_710,-,5.9,,52.5,152.6,45.3,29.7,8.2,58.4,20.3,7.3,148.8,32.8,,,,,53.5,1.0,,,2017,HeBei Province,河北省,Hebei
CS405,PRJNA609577,CS405,-,6.5,,55.5,214.5,83.8,39.1,8.3,68.0,26.4,8.5,150.8,34.7,,,,,56.5,1.0,,,2017,HeBei Province,河北省,Hebei
K14,PRJNA609577,K14,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
LH214,PRJNA609577,LH214,-,5.0,,65.5,230.2,85.3,37.1,9.4,78.9,32.6,3.6,153.8,24.6,,,,,66.5,1.0,,,2017,HeBei Province,河北省,Hebei
Weifeng322,PRJNA609577,Weifeng322,-,4.2,,64.0,176.8,94.4,53.4,7.2,57.4,30.8,8.3,117.3,58.1,,,,,65.0,1.0,,,2017,HeBei Province,河北省,Hebei
PHM81,PRJNA609577,PHM81,-,5.0,,53.0,159.0,58.6,36.9,8.9,62.3,20.3,11.0,149.6,29.7,,,,,52.0,-1.0,,,2017,HeBei Province,河北省,Hebei
LH163,PRJNA609577,LH163,-,5.9,,61.5,209.1,75.5,36.1,7.7,70.1,34.4,8.6,144.7,37.1,,,,,62.0,0.5,,,2017,HeBei Province,河北省,Hebei
PHW43,PRJNA609577,PHW43,-,5.8,,61.5,213.8,65.5,30.6,10.1,75.4,37.1,7.4,158.3,28.7,,,,,62.5,1.0,,,2017,HeBei Province,河北省,Hebei
M14,PRJNA609577,M14,-,5.8,,63.0,186.3,70.8,38.0,8.6,67.5,33.3,13.8,138.5,48.8,,,,,62.0,-1.0,,,2017,HeBei Province,河北省,Hebei
WIL_7,PRJNA609577,WIL_7,-,6.0,,61.5,202.3,68.6,33.9,7.8,73.7,29.4,7.4,170.9,12.0,,,,,62.0,0.5,,,2017,HeBei Province,河北省,Hebei
Baiye4,PRJNA609577,Baiye4,-,5.3,,61.5,177.4,81.6,46.2,9.4,58.0,27.2,15.8,154.5,25.2,,,,,62.0,0.5,,,2017,HeBei Province,河北省,Hebei
CT52C,PRJNA609577,CT52C,-,5.5,,70.0,220.6,79.7,36.1,10.9,67.6,42.1,16.3,165.4,19.8,,,,,68.5,-1.5,,,2017,HeBei Province,河北省,Hebei
WIL_5,PRJNA609577,WIL_5,-,5.8,,50.0,198.6,40.9,20.6,7.4,54.3,29.5,5.2,129.2,50.0,,,,,54.0,4.0,,,2017,HeBei Province,河北省,Hebei
PHR58,PRJNA609577,PHR58,-,5.4,,64.5,239.2,100.0,41.8,8.9,75.0,38.0,6.8,155.8,28.2,,,,,66.5,2.0,,,2017,HeBei Province,河北省,Hebei
B14,PRJNA609577,B14,-,5.7,,58.0,217.4,100.8,46.4,8.0,79.8,29.8,11.5,122.5,55.9,,,,,62.5,4.5,,,2017,HeBei Province,河北省,Hebei
Longkang1,PRJNA609577,Longkang1,-,6.3,,62.5,214.9,87.9,40.9,10.8,67.8,41.0,17.6,150.2,26.7,,,,,66.0,3.5,,,2017,HeBei Province,河北省,Hebei
Diangu11A,PRJNA609577,Diangu11A,-,5.3,,54.0,214.8,89.6,41.8,8.2,74.9,41.6,11.7,111.4,66.8,,,,,56.5,2.5,,,2017,HeBei Province,河北省,Hebei
Dong17,PRJNA609577,Dong17,-,6.1,,51.5,140.5,39.4,27.9,7.7,58.9,22.5,11.8,153.2,30.2,,,,,54.0,2.5,,,2017,HeBei Province,河北省,Hebei
OH43,PRJNA609577,OH43,-,5.8,,66.0,240.6,96.3,40.1,10.2,75.7,36.9,9.1,147.2,35.0,,,,,69.5,3.5,,,2017,HeBei Province,河北省,Hebei
Cheng18,PRJNA609577,Cheng18,-,6.3,,60.0,210.4,65.5,31.1,9.5,70.4,34.8,4.6,148.6,33.4,,,,,62.5,2.5,,,2017,HeBei Province,河北省,Hebei
Ji533,PRJNA609577,Ji533,-,5.0,,65.0,223.3,97.4,43.6,8.2,79.6,34.7,7.2,161.3,18.4,,,,,65.0,0.0,,,2017,HeBei Province,河北省,Hebei
Dan598,PRJNA609577,Dan598,-,6.3,,70.5,206.4,98.2,47.6,8.9,67.4,30.4,12.1,166.1,19.3,,,,,69.5,-1.0,,,2017,HeBei Province,河北省,Hebei
DH65232,PRJNA609577,DH65232,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
LY16F,PRJNA609577,LY16F,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
Jian1495a,PRJNA609577,Jian1495a,-,6.9,,70.5,219.5,89.5,40.7,9.3,85.5,26.4,7.3,173.8,5.7,,,,,69.5,-1.0,,,2017,HeBei Province,河北省,Hebei
178,PRJNA609577,178,-,4.7,,67.0,228.2,119.3,52.3,9.7,63.7,22.9,7.3,161.3,30.5,,,,,66.0,-1.0,,,2017,HeBei Province,河北省,Hebei
WIL_16,PRJNA609577,WIL_16,-,6.3,,67.5,191.3,85.4,44.7,7.3,55.4,22.9,9.3,164.8,17.8,,,,,67.5,0.0,,,2017,HeBei Province,河北省,Hebei
PHWG5,PRJNA609577,PHWG5,-,5.9,,64.5,237.5,93.9,39.6,9.5,81.2,33.3,4.3,163.8,20.8,,,,,66.0,1.5,,,2017,HeBei Province,河北省,Hebei
912,PRJNA609577,912,-,4.3,,53.5,157.0,53.8,34.2,8.3,58.2,28.6,9.7,144.8,36.8,,,,,54.0,0.5,,,2017,HeBei Province,河北省,Hebei
PHR55,PRJNA609577,PHR55,-,5.9,,65.5,235.2,95.5,40.6,8.5,81.8,37.3,13.3,163.8,19.4,,,,,66.5,1.0,,,2017,HeBei Province,河北省,Hebei
LH192,PRJNA609577,LH192,-,6.0,,65.5,187.0,75.8,40.5,6.6,75.8,23.3,5.5,159.0,13.3,,,,,66.5,1.0,,,2017,HeBei Province,河北省,Hebei
