Sample_ID,Bioproject,Name,Name_cn,Upper leaf number,Total leaf number,Days to anthesis,Plant height,Ear height,Relative ear height,Leaf width,Leaf length,Tassel length,Tassel branch number,Lower leaf angle,Upper leaf angle,Stem diameter,Cobcolor,Kernelcolor,ERN,Days to silking,Anthesis to silking interval,,Treatment,Years,location,Region_cn
Lp215D,PRJNA609577,Lp215D,-,,,61,198,56.7,28.6,9.2,65.7,38.3,5,152.6,31.7,18.43,1,2,15.3,,,,,2016,HeBei Province,河北省
Aiji205,PRJNA609577,Aiji205,-,,,74,203.7,96,47.1,8.9,72.4,33,15.7,136.2,50.2,23.14,1,1,14,,,,,2016,HeBei Province,河北省
HuangC,PRJNA609577,HuangC,-,,,67,231.6,91.6,39.6,9.5,73.8,34.2,5.2,159.9,22.1,19.8,2,2,16,,,,,2016,HeBei Province,河北省
618,PRJNA609577,618,-,,,68,202,82,40.6,10.9,76.8,30.5,10.3,140.8,45.6,22.9,1,2,11.5,,,,,2016,HeBei Province,河北省
Ernan24,PRJNA609577,Ernan24,-,,,67,254.7,116.9,45.9,9.8,80.5,33.6,9.4,148.2,34.8,17.49,1,2,12.8,,,,,2016,HeBei Province,河北省
H21,PRJNA609577,H21,-,,,69,196.2,78.2,39.9,8.9,72.5,31.8,11.4,152.3,30.4,18.63,1,2,14,,,,,2016,HeBei Province,河北省
5237,PRJNA609577,5237,-,,,68,199,89,44.7,8.3,69.5,29.7,8.6,158.8,22.7,20.77,1,2,14.5,,,,,2016,HeBei Province,河北省
485,PRJNA609577,485,-,,,61,172,58.8,34.2,7.7,73,40.2,6,150.7,30.2,17.46,2,2,10.9,,,,,2016,HeBei Province,河北省
9010,PRJNA609577,9010,-,,,73,154.6,72.6,47,11.4,76.8,30.8,12.6,171.8,9.9,23.39,1,2,17.3,,,,,2016,HeBei Province,河北省
DAN360,PRJNA609577,DAN360,-,,,69,232,84.5,36.4,10.2,84.8,29.8,15.4,159.7,20.6,25.72,1,2,20,,,,,2016,HeBei Province,河北省
Liao9586,PRJNA609577,Liao9586,-,,,70,186.3,60.3,32.4,10.8,67.4,27.6,8.5,172.7,13.1,21.07,1,2,13.5,,,,,2016,HeBei Province,河北省
SI273,PRJNA609577,SI273,-,,,64,192.5,56,29.1,9.8,78.2,37.7,15,173.8,11.9,26.22,1,2,16.5,,,,,2016,HeBei Province,河北省
Ying64,PRJNA609577,Ying64,-,,,59,216.8,83,38.3,11.1,68,33.9,15.8,126.7,63,22,2,2,13.7,,,,,2016,HeBei Province,河北省
Dian11,PRJNA609577,Dian11,-,,,58,142.3,43,30.2,10.6,60.8,30.6,7.4,153.2,27.7,20.96,2,2,11.2,,,,,2016,HeBei Province,河北省
81565,PRJNA609577,81565,-,,,79,272.3,145.8,53.5,8.6,79.8,34.1,19.2,162.1,18.9,21.88,1,1,14,,,,,2016,HeBei Province,河北省
Ye8001,PRJNA609577,Ye8001,-,,,63,186,83.5,44.9,9.4,66.7,28,25,170.3,8.7,19.53,1,2,12.7,,,,,2016,HeBei Province,河北省
C8605_2,PRJNA609577,C8605_2,-,,,72,166,54,32.5,9.5,74.8,21,8,148.1,28.3,17.84,,,,,,,,2016,HeBei Province,河北省
8902,PRJNA609577,8902,-,,,64,181.4,79.8,44,9.9,64.4,28,9,172.5,18.5,24.78,2,2,13.1,,,,,2016,HeBei Province,河北省
Ken44,PRJNA609577,Ken44,-,,,59,139.5,42.5,30.5,8.2,54.4,31,10.8,129.2,52.9,15.76,2,2,14,,,,,2016,HeBei Province,河北省
Huang428,PRJNA609577,Huang428,-,,,62,191.3,67.7,35.4,10.1,74.4,35.3,,160.6,24.9,22.31,1,2,19.3,,,,,2016,HeBei Province,河北省
H152,PRJNA609577,H152,-,,,62,203.3,72.3,35.5,10.1,82.8,36.5,11.8,156.5,29.3,26.15,1,2,11.4,,,,,2016,HeBei Province,河北省
Danhuang02,PRJNA609577,Danhuang02,-,,,74,209.8,110.3,52.6,10.9,84.3,32.8,30,156.9,23.6,26.27,1,2,18,,,,,2016,HeBei Province,河北省
ZaC546,PRJNA609577,ZaC546,-,,,58,191.8,65.8,34.3,9.5,66,32.7,13.4,150.7,29.9,18.46,2,2,13.6,,,,,2016,HeBei Province,河北省
HZ85,PRJNA609577,HZ85,-,,,66,252,84.4,33.5,9,90.5,45.4,9.6,164.8,25.6,22.95,1,2,11.3,,,,,2016,HeBei Province,河北省
Dan599,PRJNA609577,Dan599,-,,,75,190.8,92,48.2,10.5,68.6,31,11,155.9,34.7,25.99,1,2,20,,,,,2016,HeBei Province,河北省
7327,PRJNA609577,7327,-,,,73,189.5,94.3,49.7,10.5,73.4,33.9,29.5,154.8,23.9,26.5,1,2,16.5,,,,,2016,HeBei Province,河北省
Suwan1611,PRJNA609577,Suwan1611,-,,,71,210.5,89.8,42.6,9,90.9,36.1,14,158.8,19.9,23.26,1,2,13,,,,,2016,HeBei Province,河北省
Ye52106,PRJNA609577,Ye52106,-,,,69,217.7,100.7,46.2,11.5,68.5,44.7,15.3,165.3,17,25.27,2,2,14.7,,,,,2016,HeBei Province,河北省
H49,PRJNA609577,H49,-,,,68,202.8,98.8,48.7,11.1,75.5,28,12.5,123.3,65.4,20.09,2,2,16,,,,,2016,HeBei Province,河北省
WIL_23,PRJNA609577,WIL_23,-,,,68,196.8,79,40.1,10.2,77.5,31.2,10.8,167.7,16.7,20.01,1,2,14.6,,,,,2016,HeBei Province,河北省
A801,PRJNA609577,A801,-,,,69,235,83,35.3,9.7,80.5,38.4,14.6,163.2,18.9,24.36,2,2,15.2,,,,,2016,HeBei Province,河北省
WIL_15,PRJNA609577,WIL_15,-,,,65,201.3,62.8,31.2,9.9,64.9,28.1,7.4,163.9,17.3,17.74,2,2,12.3,,,,,2016,HeBei Province,河北省
ZK4M,PRJNA609577,ZK4M,-,,,69,220,89,40.5,9.7,88,29.1,14.8,161.8,20.9,23.38,1,2,14.3,,,,,2016,HeBei Province,河北省
WIL_19,PRJNA609577,WIL_19,-,,,70,243.8,80,32.8,10.1,77.6,35.2,5.2,163.7,18.9,19.96,2,2,14,,,,,2016,HeBei Province,河北省
WIL_20,PRJNA609577,WIL_20,-,,,73,152.7,60.5,39.6,9.9,66.1,32.5,5.8,166.5,18.8,21.6,1,2,13,,,,,2016,HeBei Province,河北省
LY16M,PRJNA609577,LY16M,-,,,66,204.3,81.5,39.9,9.3,71.3,30,7.8,153.6,27.9,17.53,1,2,16.5,,,,,2016,HeBei Province,河北省
WIL_17,PRJNA609577,WIL_17,-,,,70,155.3,54.5,35.1,9.6,83.7,31.6,9,170.6,14.8,17.57,1,2,11.5,,,,,2016,HeBei Province,河北省
Baihunhuang,PRJNA609577,Baihunhuang,-,,,62,191.3,71.8,37.5,8.2,73,32,15.3,145.7,32.5,19.38,1,1,12.5,,,,,2016,HeBei Province,河北省
WIL_18,PRJNA609577,WIL_18,-,,,75,229,80.7,35.2,10.6,72.5,30.1,8.8,161.7,25.5,21.68,1,2,15.5,,,,,2016,HeBei Province,河北省
Jian1495b,PRJNA609577,Jian1495b,-,,,78,220.5,92.5,42,10.2,88.8,30.4,7,169.3,11.5,21.47,1,2,14.4,,,,,2016,HeBei Province,河北省
huangzaosi,PRJNA609577,huangzaosi,-,,,63,200.3,83.5,41.7,8.6,73.3,29.9,21.4,154.8,29.2,18.45,1,2,14,,,,,2016,HeBei Province,河北省
Xu052,PRJNA609577,Xu052,-,,,75,231,108.5,47,10.1,81,28.1,20,163,16.5,21.02,1,1,,,,,,2016,HeBei Province,河北省
Xun92_8,PRJNA609577,Xun92_8,-,,,69,232.8,121.4,52.1,10.2,71.3,26.5,27,161,19.2,19.84,1,2,16.9,,,,,2016,HeBei Province,河北省
Q1261,PRJNA609577,Q1261,-,,,70,237,96,40.5,11.7,94.2,42.5,9.3,164.6,19.7,26.25,2,2,16,,,,,2016,HeBei Province,河北省
Denghai4866,PRJNA609577,Denghai4866,-,,,71,218.8,73.5,33.6,8.2,92.5,31.8,16.2,171.1,11.4,27.2,2,2,16.5,,,,,2016,HeBei Province,河北省
32,PRJNA609577,32,-,,,66,210,78.3,37.3,8.9,71.8,35.8,4.8,159.1,22,24.43,1,2,12,,,,,2016,HeBei Province,河北省
Ye107,PRJNA609577,Ye107,-,,,76,98,39.8,40.6,9.8,61.8,24.5,6,169.4,15.3,21.31,,,,,,,,2016,HeBei Province,河北省
ICI_740,PRJNA609577,ICI_740,-,,,68,199,76.3,38.3,8.2,78.6,33.5,8.7,158.3,30.4,26.61,2,2,16.5,,,,,2016,HeBei Province,河北省
911,PRJNA609577,911,-,,,61,185.3,49.3,26.6,8.2,68.7,33.6,16.4,149.1,34.2,20.51,1,2,16.7,,,,,2016,HeBei Province,河北省
PHW51,PRJNA609577,PHW51,-,,,68,215,81.5,37.9,9.4,68,29.4,5.8,149.2,37,18.61,2,2,14.9,,,,,2016,HeBei Province,河北省
LH202,PRJNA609577,LH202,-,,,61,206.8,77.3,37.4,9.3,75.5,33.8,8.4,159.3,20.1,21.49,2,2,16.7,,,,,2016,HeBei Province,河北省
B12,PRJNA609577,B12,-,,,77,122,71,58.2,6.3,53.2,26,11.5,149.7,29.3,19.39,2,2,12,,,,,2016,HeBei Province,河北省
H105W,PRJNA609577,H105W,-,,,64,208.5,94.3,45.2,8.9,88.3,34.5,12,137.2,44.4,18.99,1,1,18.4,,,,,2016,HeBei Province,河北省
WIL_28,PRJNA609577,WIL_28,-,,,61,246.3,76.5,31.1,12,61.2,35.9,5,162.5,30.7,21.68,2,2,13.7,,,,,2016,HeBei Province,河北省
WIL_12,PRJNA609577,WIL_12,-,,,58,215,62,28.8,8.5,82.4,36.8,10.8,161.1,22.1,17.57,1,2,14.9,,,,,2016,HeBei Province,河北省
WIL_4,PRJNA609577,WIL_4,-,,,60,171,56,32.7,8.2,67.5,27.3,4.4,159.2,19.6,16.9,1,2,14,,,,,2016,HeBei Province,河北省
Ji53,PRJNA609577,Ji53,-,,,65,165,75.5,45.8,11,48.4,32.3,19.6,159.2,22.8,20.43,1,2,,,,,,2016,HeBei Province,河北省
Dan9046,PRJNA609577,Dan9046,-,,,74,141.3,58,41.1,9.5,63.5,30.9,11.2,164.1,16.4,26.58,1,2,12.8,,,,,2016,HeBei Province,河北省
WIL_1,PRJNA609577,WIL_1,-,,,68,229.8,71.5,31.1,8.7,77.4,40.3,4.4,168.1,17.5,18.06,2,2,15.8,,,,,2016,HeBei Province,河北省
A659,PRJNA609577,A659,-,,,70,199.3,53.8,27,8.5,77.8,34.5,15.3,153.7,31.6,20.99,2,2,15.3,,,,,2016,HeBei Province,河北省
3H_2,PRJNA609577,3H_2,-,,,73,201.5,98,48.6,9.9,69.5,24.9,17.8,160,19.1,22.6,1,2,14,,,,,2016,HeBei Province,河北省
FusheA,PRJNA609577,FusheA,-,,,78,161.8,114,,8.2,53.3,26.8,21.4,146,30.9,18.22,2,2,13.3,,,,,2016,HeBei Province,河北省
Yu82,PRJNA609577,Yu82,-,,,69,192.5,61.8,32.1,7.5,81.3,35.1,12.8,171.9,10.4,19.03,1,2,13.7,,,,,2016,HeBei Province,河北省
ZK11M,PRJNA609577,ZK11M,-,,,66,173.5,63,36.3,8.8,86.5,39.4,11.4,174,8.8,20.54,1,2,12.3,,,,,2016,HeBei Province,河北省
LH213,PRJNA609577,LH213,-,,,69,235,66,28.1,9.8,84.6,34.1,4.3,155.8,28.1,22.45,2,2,16.6,,,,,2016,HeBei Province,河北省
ZS01250,PRJNA609577,ZS01250,-,,,57,166.8,48.5,29.1,7.1,53.5,30.8,4,144.5,36.7,16.18,2,2,14.5,,,,,2016,HeBei Province,河北省
904,PRJNA609577,904,-,,,58,182.3,48.8,26.7,8.2,69.3,31.4,14.2,149.3,32,19.79,2,2,17.4,,,,,2016,HeBei Province,河北省
CS608,PRJNA609577,CS608,-,,,61,197.8,62.3,31.5,9.9,79.9,35.5,5.8,160.2,21.3,24.92,2,2,15.6,,,,,2016,HeBei Province,河北省
515,PRJNA609577,515,-,,,66,205.5,88.5,43.1,8.9,73.4,31.8,9.6,166.6,13.7,21.89,1,2,15.6,,,,,2016,HeBei Province,河北省
K12,PRJNA609577,K12,-,,,70,250,102,40.8,10.7,81.1,42.5,8.3,165.7,17.9,24.09,2,2,14,,,,,2016,HeBei Province,河北省
6F629,PRJNA609577,6F629,-,,,66,204.3,68.8,33.7,9.9,71.6,34.3,7.4,152.2,36.2,19.75,2,2,13,,,,,2016,HeBei Province,河北省
Huangyesi3,PRJNA609577,Huangyesi3,-,,,64,167.4,70.6,42.2,10,68.8,33.5,13.8,169,11,18.66,1,2,13,,,,,2016,HeBei Province,河北省
5005,PRJNA609577,5005,-,,,70,155,45.3,29.2,9.6,73,37,16,154.7,28.4,21.96,2,2,15.3,,,,,2016,HeBei Province,河北省
IBB14,PRJNA609577,IBB14,-,,,62,205.8,79.3,38.5,7.8,66.8,33.3,8,138.5,45.7,18.14,2,2,16,,,,,2016,HeBei Province,河北省
PHW30,PRJNA609577,PHW30,-,,,62,217.8,62.8,28.8,6.1,78.2,30.4,15.8,169.4,11.8,16.81,2,2,16,,,,,2016,HeBei Province,河北省
Yuanqi123,PRJNA609577,Yuanqi123,-,,,71,153,57.5,37.6,9.4,77.5,41.9,6.8,149.2,34.4,20.51,1,2,13.5,,,,,2016,HeBei Province,河北省
VA26,PRJNA609577,VA26,-,,,70,203.8,60,29.4,9.3,74.1,34.8,19.4,152.1,28.8,21.46,1,2,15.6,,,,,2016,HeBei Province,河北省
B95,PRJNA609577,B95,-,,,69,258,99.3,38.5,10.8,78.8,46,6,155.5,30.1,21.65,2,2,14,,,,,2016,HeBei Province,河北省
Yuanwu02,PRJNA609577,Yuanwu02,-,,,62,163.3,62.3,38.1,10.8,76.3,39.8,6.8,158.8,25.3,23.04,1,2,13,,,,,2016,HeBei Province,河北省
Tie7922,PRJNA609577,Tie7922,-,,,67,263,114,43.3,10.2,76.3,28.6,6.6,168.9,22.7,20.39,1,2,17,,,,,2016,HeBei Province,河北省
Ji842,PRJNA609577,Ji842,-,,,63,264,110.3,41.8,11.8,81,44,17.4,157.7,28.1,22.82,1,2,15.3,,,,,2016,HeBei Province,河北省
Hai1134,PRJNA609577,Hai1134,-,,,,,,,,,,,,,,,,,,,,,2016,HeBei Province,河北省
Cheng687,PRJNA609577,Cheng687,-,,,76,185.5,79,42.6,11.6,84.5,30,13,162.3,25.3,23.29,2,2,16,,,,,2016,HeBei Province,河北省
CI_187_2,PRJNA609577,CI_187_2,-,,,70,197,69.3,35.2,8.8,69,38.3,8,137.2,44.1,21.12,2,2,12.7,,,,,2016,HeBei Province,河北省
MT42,PRJNA609577,MT42,-,,,55,160.5,60.8,37.9,,61.8,22.1,23,128.2,51.5,,2,2,14,,,,,2016,HeBei Province,河北省
H95,PRJNA609577,H95,-,,,66,219,74.3,33.9,10.3,76.5,32.8,15.5,147.8,38.2,21.75,2,2,15.3,,,,,2016,HeBei Province,河北省
C123,PRJNA609577,C123,-,,,62,181.8,59,32.5,9.1,72,34.8,14.8,147.1,38.2,20.41,2,2,15.3,,,,,2016,HeBei Province,河北省
WF9,PRJNA609577,WF9,-,,,66,210.3,78.7,37.4,12.3,80.3,33.7,15.7,124.2,61.8,20.02,2,2,15,,,,,2016,HeBei Province,河北省
VA59,PRJNA609577,VA59,-,,,63,188.8,68,36,9.9,74,33.8,14.5,161.7,29,17.54,2,2,13.3,,,,,2016,HeBei Province,河北省
VA17,PRJNA609577,VA17,-,,,71,190.5,57.5,30.2,10,88.5,39.3,5.7,156.1,28.4,16.95,,,,,,,,2016,HeBei Province,河北省
Wu105,PRJNA609577,Wu105,-,,,71,212.5,87.5,41.2,7.9,79.6,39,12,146.7,38.1,23.23,2,2,14.7,,,,,2016,HeBei Province,河北省
75_1,PRJNA609577,75_1,-,,,77,231.3,130.8,56.5,8.6,78,36.7,27.5,155.1,30.5,28.66,1,1,13.3,,,,,2016,HeBei Province,河北省
Nan21_3,PRJNA609577,Nan21_3,-,,,69,178,77,43.3,9.3,69,32.5,15,143.6,31,20.47,2,2,12,,,,,2016,HeBei Province,河北省
Chang72,PRJNA609577,Chang72,-,,,71,201.3,97.8,48.6,9.8,81.5,43.5,19.6,149.5,27.2,18.71,1,2,12,,,,,2016,HeBei Province,河北省
Wenhuang31413,PRJNA609577,Wenhuang31413,-,,,63,146.5,59.5,40.6,10.7,68.5,31.4,17,158.8,30.2,22.22,2,2,17.5,,,,,2016,HeBei Province,河北省
Hai014,PRJNA609577,Hai014,-,,,57,194.5,81,41.6,7.3,55.7,33.1,6.4,153.2,33.7,21.79,1,2,16.5,,,,,2016,HeBei Province,河北省
Ji876,PRJNA609577,Ji876,-,,,73,187,57,30.5,10.3,75,32,10,162,18.6,24.65,1,2,16,,,,,2016,HeBei Province,河北省
Hua94,PRJNA609577,Hua94,-,,,57,155.2,46.8,30.2,10.8,66,31,15.8,144.3,38.2,22.64,1,2,9.3,,,,,2016,HeBei Province,河北省
ND255,PRJNA609577,ND255,-,,,59,155,56,36.1,8.7,62.5,21,20,130.2,49,19.07,2,2,13.3,,,,,2016,HeBei Province,河北省
334_1,PRJNA609577,334_1,-,,,63,143.8,68,47.3,9.7,73.3,28.5,20.8,145.9,37.1,24.07,2,2,18.5,,,,,2016,HeBei Province,河北省
Qi205,PRJNA609577,Qi205,-,,,,,,,,,,,,,,,,,,,,,2016,HeBei Province,河北省
Zheng22,PRJNA609577,Zheng22,-,,,61,197.4,55.2,28,10.9,72.8,40.4,15,160.4,24,22.75,1,2,13.6,,,,,2016,HeBei Province,河北省
Dan340,PRJNA609577,Dan340,-,,,70,221.5,90,40.6,9,80,31.6,15.6,159.6,22.9,22.05,1,2,17,,,,,2016,HeBei Province,河北省
E28,PRJNA609577,E28,-,,,71,161,62.8,39,10.1,71.5,29.2,17.8,157.6,21.1,21.72,2,2,14,,,,,2016,HeBei Province,河北省
S37,PRJNA609577,S37,-,,,78,137.7,69.7,50.6,10,54.7,26.8,16.3,148.9,31.5,19.49,1,2,14,,,,,2016,HeBei Province,河北省
WIL_22,PRJNA609577,WIL_22,-,,,,149,75,50.3,10.7,72,28.5,16,,,24,,,,,,,,2016,HeBei Province,河北省
WIL_6,PRJNA609577,WIL_6,-,,,66,245.8,91.5,37.2,9.2,81.6,41.5,6.2,150.9,32.4,20.07,2,2,16,,,,,2016,HeBei Province,河北省
Lx03_2,PRJNA609577,Lx03_2,-,,,72,205.6,87.3,42.4,10.9,74,33,12.8,159,23.8,24.09,1,2,13.6,,,,,2016,HeBei Province,河北省
811A,PRJNA609577,811A,-,,,70,194,88.3,45.5,12.4,63,21.6,9.8,161.8,23.4,20.36,1,2,14.3,,,,,2016,HeBei Province,河北省
Luosu3,PRJNA609577,Luosu3,-,,,66,182.2,80,43.9,,64.4,35.4,13.8,148.8,28.6,17.24,1,1,11,,,,,2016,HeBei Province,河北省
OQ101,PRJNA609577,OQ101,-,,,58,162.5,45,27.7,7.6,64.6,27.4,18.3,163.2,22.3,17.95,2,2,11.1,,,,,2016,HeBei Province,河北省
LH195,PRJNA609577,LH195,-,,,76,169,49.5,29.3,9.6,69.5,31.5,7,159.3,23.6,26.91,2,2,13,,,,,2016,HeBei Province,河北省
Zong31,PRJNA609577,Zong31,-,,,66,199.8,71.4,35.7,10.4,77,39.4,12.4,159.1,24.9,20.68,2,2,12.3,,,,,2016,HeBei Province,河北省
Wu109,PRJNA609577,Wu109,-,,,71,209.8,97.5,46.5,9.8,74.8,34.3,18,152.3,30.9,24.82,2,2,14.4,,,,,2016,HeBei Province,河北省
RS_710,PRJNA609577,RS_710,-,,,57,151.8,43.8,28.8,9.4,63.8,23.5,6.5,151.4,34.3,14.45,1,2,15.8,,,,,2016,HeBei Province,河北省
CS405,PRJNA609577,CS405,-,,,60,184.3,61.5,33.4,8.8,65.3,26,9.3,148.3,42.5,22.4,2,2,15.7,,,,,2016,HeBei Province,河北省
K14,PRJNA609577,K14,-,,,,,,,,,,,,,,,,,,,,,2016,HeBei Province,河北省
LH214,PRJNA609577,LH214,-,,,70,239.3,87,36.4,9.1,77.6,31.7,2.2,154.7,24.6,20.33,2,2,13.3,,,,,2016,HeBei Province,河北省
Weifeng322,PRJNA609577,Weifeng322,-,,,68,143,69,48.3,8,64,32.5,9,126.4,53.2,18.81,1,2,18,,,,,2016,HeBei Province,河北省
PHM81,PRJNA609577,PHM81,-,,,57,140,42,30,9.1,59.8,21.4,9.2,153.3,29.4,17.94,2,2,14.2,,,,,2016,HeBei Province,河北省
LH163,PRJNA609577,LH163,-,,,63,198.5,51.5,25.9,8.8,69,35,7.5,148.9,42,20.69,2,2,13,,,,,2016,HeBei Province,河北省
PHW43,PRJNA609577,PHW43,-,,,62,228.3,55,24.1,11.6,78,38,8.3,159.4,31.1,25.23,2,2,16,,,,,2016,HeBei Province,河北省
M14,PRJNA609577,M14,-,,,65,181.8,61.5,33.8,9.6,70,35.5,14.3,145.1,46.8,23.29,2,2,14.4,,,,,2016,HeBei Province,河北省
WIL_7,PRJNA609577,WIL_7,-,,,,,,,,,,,,,,,,,,,,,2016,HeBei Province,河北省
Baiye4,PRJNA609577,Baiye4,-,,,,,,,,,,,,,,,,,,,,,2016,HeBei Province,河北省
CT52C,PRJNA609577,CT52C,-,,,70,203.8,79,38.8,12.5,66.4,38.9,14.2,168.8,15.5,24.39,2,2,13,,,,,2016,HeBei Province,河北省
WIL_5,PRJNA609577,WIL_5,-,,,52,155.8,26,16.7,8.8,54.6,31.2,6.2,139.7,36.8,18.62,1,2,13,,,,,2016,HeBei Province,河北省
PHR58,PRJNA609577,PHR58,-,,,68,218.2,76.8,35.2,9.2,79.3,42.2,7,150.4,34.1,21.86,2,2,13.8,,,,,2016,HeBei Province,河北省
B14,PRJNA609577,B14,-,,,67,209.3,76.7,36.6,9.8,89.7,34,14,144.7,37.9,23.57,2,2,15,,,,,2016,HeBei Province,河北省
Longkang1,PRJNA609577,Longkang1,-,,,,,,,,,,,,,,,,,,,,,2016,HeBei Province,河北省
Diangu11A,PRJNA609577,Diangu11A,-,,,,,,,,,,,,,,,,,,,,,2016,HeBei Province,河北省
Dong17,PRJNA609577,Dong17,-,,,58,134.7,33.7,25,9.1,61,25.9,14.5,154.8,26.1,17.84,1,2,16,,,,,2016,HeBei Province,河北省
OH43,PRJNA609577,OH43,-,,,73,152.5,53,34.8,10.8,70,34,9.7,157.3,28.8,23.06,1,2,16,,,,,2016,HeBei Province,河北省
Cheng18,PRJNA609577,Cheng18,-,,,62,201.3,50,24.8,10.4,69.5,36.4,5.6,151.2,36.6,20.69,1,2,12.3,,,,,2016,HeBei Province,河北省
Ji533,PRJNA609577,Ji533,-,,,69,211,90.5,42.9,8.8,81.4,36.9,7.4,156.9,21.1,21.34,2,2,15.5,,,,,2016,HeBei Province,河北省
Dan598,PRJNA609577,Dan598,-,,,70,198.8,85.5,43,11.1,73.8,33.4,18.4,165.2,17.8,20.8,1,2,19.3,,,,,2016,HeBei Province,河北省
DH65232,PRJNA609577,DH65232,-,,,,,,,,,,19.5,,,,,,,,,,,2016,HeBei Province,河北省
LY16F,PRJNA609577,LY16F,-,,,81,165,74.2,45,10.9,62.1,25.5,10,169.6,12,21.22,1,2,10.8,,,,,2016,HeBei Province,河北省
Jian1495a,PRJNA609577,Jian1495a,-,,,73,207,69.7,33.7,9.5,79,26.8,4.5,176.2,7.3,22.2,1,2,14,,,,,2016,HeBei Province,河北省
178,PRJNA609577,178,-,,,73,196.3,88,44.8,10.4,70.8,24.4,7.8,159.6,28.8,18.78,1,2,14.5,,,,,2016,HeBei Province,河北省
WIL_16,PRJNA609577,WIL_16,-,,,73,162.8,64.3,39.5,7.5,57,23,7.7,165.4,16.8,17.06,1,2,15,,,,,2016,HeBei Province,河北省
PHWG5,PRJNA609577,PHWG5,-,,,67,217.3,75.3,34.6,10,83.6,35.6,5.5,160.4,21.9,24.38,2,2,14,,,,,2016,HeBei Province,河北省
912,PRJNA609577,912,-,,,59,151,42,27.8,8.1,57.3,29.2,9.4,142.5,38.2,20.65,1,2,14.8,,,,,2016,HeBei Province,河北省
PHR55,PRJNA609577,PHR55,-,,,68,214.5,71,33.1,9.9,82,36.3,11.5,163.7,24,23.8,2,2,16,,,,,2016,HeBei Province,河北省
LH192,PRJNA609577,LH192,-,,,71,152,43,28.3,8.5,68,28,5,157.1,19.6,20.79,2,2,16,,,,,2016,HeBei Province,河北省
S7913,PRJNA609577,S7913,-,,,,,,,,,,,,,,,,,,,,,2016,HeBei Province,河北省
Ay420,PRJNA609577,Ay420,-,,,69,167,68.8,41.2,9.7,69.3,37.6,15.4,167.4,14.4,20.25,1,2,14,,,,,2016,HeBei Province,河北省
WIL_27,PRJNA609577,WIL_27,-,,,63,211,48.8,23.1,8.5,70.1,35.3,11.3,160.5,25.3,21.53,2,2,20.7,,,,,2016,HeBei Province,河北省
WIL_26,PRJNA609577,WIL_26,-,,,64,193,76.6,39.7,9.5,72.7,37.6,9.8,155.9,21.8,19.2,2,2,14.3,,,,,2016,HeBei Province,河北省
WIL_13,PRJNA609577,WIL_13,-,,,60,218.3,61.8,28.3,8.8,77.5,37.3,7.2,152.3,33.4,17.15,1,2,10.4,,,,,2016,HeBei Province,河北省
WIL_9,PRJNA609577,WIL_9,-,,,59,201.5,66.3,32.9,8.7,66.3,30.1,4.5,145.9,38,18.68,2,2,14.3,,,,,2016,HeBei Province,河北省
WIL_10,PRJNA609577,WIL_10,-,,,54,126.5,37,29.2,6.7,61.6,22,6,157.2,21.9,14.54,1,2,13,,,,,2016,HeBei Province,河北省
B37,PRJNA609577,B37,-,,,69,192.5,81,42.1,9.9,65,29.3,8,157.8,40.8,24.46,2,2,,,,,,2016,HeBei Province,河北省
Ye502,PRJNA609577,Ye502,-,,,65,184,69,37.5,8.6,67.8,26.8,10.5,166.3,16.2,23.61,1,2,14,,,,,2016,HeBei Province,河北省
WIL_2,PRJNA609577,WIL_2,-,,,69,248.6,81.8,32.9,10.6,86.8,40,4.2,166.3,19.5,22.08,1,2,16,,,,,2016,HeBei Province,河北省
Shuang741,PRJNA609577,Shuang741,-,,,,,,,,,25.3,25,,,,,,,,,,,2016,HeBei Province,河北省
B98,PRJNA609577,B98,-,,,73,210.8,79.8,37.8,8.2,63.9,34.1,10.4,115.9,60.1,18.68,2,2,14.5,,,,,2016,HeBei Province,河北省
M9,PRJNA609577,M9,-,,,70,212.8,97,45.6,10.1,67.9,31,11.2,137.4,46.6,18.54,1,2,13,,,,,2016,HeBei Province,河北省
PHG39,PRJNA609577,PHG39,-,,,73,207,82.3,39.7,9.2,86.7,37.1,12,159.5,19.6,22.53,1,2,13.3,,,,,2016,HeBei Province,河北省
PHT73,PRJNA609577,PHT73,-,,,58,,,,,57,,8,,,18.15,,,,,,,,2016,HeBei Province,河北省
6M502A,PRJNA609577,6M502A,-,,,69,204,66,32.4,10.1,76,48.3,11.2,149.6,37,22.34,1,2,14.7,,,,,2016,HeBei Province,河北省
PHVA9,PRJNA609577,PHVA9,-,,,61,198.5,50.8,25.6,9.7,71.8,31.5,2,154.5,27,23.23,2,2,15,,,,,2016,HeBei Province,河北省
PHT55,PRJNA609577,PHT55,-,,,70,240,106.3,44.3,8.9,75.3,33.5,6.3,164.3,23.3,20.11,2,2,16.7,,,,,2016,HeBei Province,河北省
PHV53,PRJNA609577,PHV53,-,,,77,225,95,42.2,11,78,,9,145.3,36.6,20.73,2,2,12,,,,,2016,HeBei Province,河北省
PHPR5,PRJNA609577,PHPR5,-,,,63,210.3,68.5,32.6,9.5,77.4,38.2,8.4,160.1,21.5,20.84,1,2,15.4,,,,,2016,HeBei Province,河北省
