Sample_ID,Bioproject,Name,Name_cn,Number of one seed per pod,Ratio of one seed per pod,Number of two seed per pod,Ratio of two seed per pod,Number of three seed per pod,Ratio of three seed per pod,Number of four seed per pod,Ratio of four seed per pod,L_Ala content,L_Asp/Asn content,Beginning bloom date,Beginning pod date,Branch pod number,Chlorophyll content,FA16 content,FA16 ratio,FA18 content,FA18 ratio,FA18_1 content,FA18_1 ratio,FA18_2 content,FA18_2 ratio,FA18_3 content,FA18_3 ratio,FA content,Full bloom date,Flower color,Full pod date,L_Glu/Gln content,L_Gly content,Hilum color,Height of the lowest pod,100-seed weight(g),L_Ile content,Last bloom date,Leaf length,Lodging,Leaf shape,Leaf width,L_Leu content,L_Lys content,Pod maturity date,Branch shape,Pubescence color,Pod density,Podding habit,Plant height,Protein content,Pod shattering,Plant weight,L_Phe content,Seed brightness,Seed coat color,Seed length,Seedling date,Stem node number,Stem pod number,Sterial pod number,Seed shape,Seed thickness,Stem diameter,Stem shape,Seed width,Seed weight per plant,L_Ser content,Total pod number,Total seed number,L_Thr content,L_Tyr content,Valid branch number,L_Val content,Branch node number,Chlorophyll content(last bloom),Chlorophyll content(full bloom),Invalid branch number,Leaf color,Leaf length(before bloom),Leaf length(last bloom),Leaf length(full bloom),Leaf width(before bloom),Leaf width(full bloom),Leaf width(last bloom),Nodule number,Overground biomass,Pod color,Pod damaged by insect,Seedling color,Soybean mosaic virus,Hilum diffusion,Plant stem weight,Seed damaged by insect,As75 content,B11 content,Ca43 content,Cd114 content,Co59 content,Cr52 content,Cu65 content,Fe57 content,K39 content,Mg25 content,Mn55 content,Na23 content,Ni60 content,P31 content,Pb208 content,Resistance to cyst nematode 3,Resistance to cyst nematode 4,Rb85 content,S34 content,Se82 content,Sr88 content,Ti47 content,Zn66 content,Treatment,Years,Region,Region_cn
CRR107164,PRJCA002030,Sun Wu Ping Ding Huang,孙吴平顶黄,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,2,5.03333,,,,,,,,,,,,,0,,70.2667,,1,,,2,1,,,18.3333,,,3,,,,,,,0,0,,,2.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107167,PRJCA002030,Nen Jiang Da Jin Huang,嫩江大金黄,8.66667,0.156627,26.6667,0.481928,20,0.361446,0,0,,,,,,,,,,,,,,,,,,,,,,,3,8.16667,,,,,,,,,,,,,,,71.1667,,1,,,1,1,,,14.6667,,,3,,,,,,,55.3333,122,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
SRR1533328,PRJNA257011,PI 407716,-,6,0.166667,26,0.722222,4,0.111111,0,0,,,62,65,,29.45,,,,,,,,,,,,69,1,72,,,,,17.08,,,,,3,,,,,,1,,,31.7,,,21.87,,,,,16,,,1,,,0.64,,,12.27,,36,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
SRR1533328,PRJNA257011,PI 407716,-,5.66667,0.0955056,34.3333,0.578652,19.3333,0.325843,0,0,21,41.9943,35,,25,27.3,25.2096,0.106864,8.39604,0.0355909,77.4916,0.328488,113.888,0.48277,10.9194,0.0462876,235.904,38,1,,86.4919,13.8401,2,7.6,15.4992,18.6775,50,7.23333,0,4,5.5,31.0573,24.976,108,2,1,2.64103,3,42.8,344.443,1,,20.5155,2,1,7.062,,13,34.3333,,3,6.268,,1,5.608,,24.5559,59.3333,132.333,15.7675,11.4634,2.66667,14.9948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107173,PRJCA002030,Suo Yi Ling,蓑衣领,7.33333,0.158273,21.6667,0.467626,15.3333,0.330935,2,0.0431655,,,,,13.6667,,,,,,,,,,,,,,,,,,3,5.16667,,,,,,,,,,,,,2.33333,,47.4667,,1,,,1,1,,,14,32.6667,,1,,,,,,,46.3333,104.667,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107175,PRJCA002030,Ke Shuang,克霜,7,0.0810811,43,0.498069,35.3333,0.409266,1,0.011583,,,,,32.6667,,,,,,,,,,,,,,,,,,2,5.73333,,,,,,,,,,,,,3.15686,,77.7333,,1,,,1,1,,,17,53.6667,,3,,,,,,,86.3333,203,,,3.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
SRR1533329,PRJNA257011,Hei Wa Shi Dou,黑秣食豆,14.6667,0.0774648,96,0.507042,78,0.411972,0.666667,0.00352113,18.9675,46.9442,49,,130,39.6333,23.1991,0.122016,5.691,0.0299319,35.7948,0.188263,114.177,0.600518,11.2694,0.0592715,190.132,50,2,,85.563,18.3057,4,5.5,10.7696,19.1895,53,8.46667,4,3,6.3,34.0196,33.291,126,2,1,2.61765,1,110.767,370.397,2,,23.5133,3,3,7.338,,22.6667,59.3333,,3,5.23,,3,3.778,,22.7454,189.333,443.333,17.6762,11.3663,5.66667,17.7159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
SRR1533330,PRJNA257011,PI 467343,-,13,0.433333,14,0.466667,2,0.0666667,1,0.0333333,,,55,58,,20.55,,,,,,,,,,,,60,1,63,,,,,15.12,,,,,3,,,,,,1,,,29.2,,,15.92,,,,,17,,,5,,,0.684,,,6.67,,30,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
CRR107191,PRJCA002030,Rao He Ba Yue Mang,饶河八月忙,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,0,,33.6333,,1,,,1,1,,,11.3333,,,3,,,,,,,0,0,,,7.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107198,PRJCA002030,De Dou Da Bai Mei,德都大白眉,6,0.0789474,46.6667,0.614035,23.3333,0.307018,0,0,,,,,40.3333,,,,,,,,,,,,,,,,,,2,7.7,,,,,,,,,,,,,2.2766,,59.1333,,1,,,2,1,,,15.6667,35.6667,,3,,,,,,,76,169.333,,,6.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107200,PRJCA002030,Wu Ding Zhu,五顶珠,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,0,,39.2333,,1,,,2,1,,,13.3333,,,3,,,,,,,0,0,,,3.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
SRR1533331,PRJNA257011,PI 603384,-,45,0.652174,22,0.318841,2,0.0289855,0,0,,,53,60,,36.65,,,,,,,,,,,,63,1,66,,,,,22.48,,,,,3,,,,,,1,,,58.3,,,52.25,,,,,13,,,2,,,0.956,,,21.51,,69,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
SRR1533331,PRJNA257011,PI 603384,-,24.3333,0.146293,103,0.619238,38.6667,0.232465,0.333333,0.00200401,18.1123,44.8423,57,,109.667,29.9667,28.4339,0.13899,7.44998,0.0364167,47.716,0.233244,108.858,0.532118,12.1173,0.0592314,204.576,59,1,,73.3328,18.3373,3,5.43333,14.17,16.7684,66,9.73333,4,3,7.2,30.6558,30.0949,121,2,1,3.69565,3,52.8333,338.91,1,,20.9211,3,1,7.6316,,15.3333,56.6667,,3,5.95,,1,4.866,,22.096,166.333,347.667,16.8212,10.9283,5.33333,15.7933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107202,PRJCA002030,Ke Shan Bao Guan Liang,克山保管亮,7,0.144828,26,0.537931,14.6667,0.303448,0.666667,0.0137931,,,,,28.3333,,,,,,,,,,,,,,,,,,3,4.4,,,,,,,,,,,,,1.42857,,62.1667,,1,,,1,1,,,14,20,,3,,,,,,,48.3333,105.667,,,4.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
SRR1533332,PRJNA257011,PI 548406,-,34,0.373626,43,0.472527,14,0.153846,0,0,,,44,47,,36.05,,,,,,,,,,,,49,2,54,,,,,17.34,,,,,3,,,,,,1,,,55.1,,,54.45,,,,,17,,,13,,,0.864,,,27.4,,91,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
SRR1533332,PRJNA257011,PI 548406,-,27.6667,0.161793,101,0.590643,41.6667,0.243665,0.666667,0.00389864,16.5563,46.8886,41,,83,33.2,26.606,0.130218,7.06211,0.0345641,52.7198,0.258027,107.43,0.525795,10.5013,0.0513967,204.319,43,2,,84.3456,17.0226,3,4.76667,15.405,17.4128,59,7.56667,1,3,5.36667,30.0361,34.2719,121,2,1,4.06154,3,67.6,357.924,1,,23.148,1,1,6.934,,21.6667,88,,1,6.184,,1,5.492,,23.171,171,357.333,16.4932,14.214,5.66667,15.7192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107220,PRJCA002030,Tie Jia Si Li Huang -2,铁荚四粒黄 (2),2,0.0504202,7.33333,0.184874,22.3333,0.563025,8,0.201681,,,,,4.66667,,,,,,,,,,,,,,,,,,2,5.13333,,,,,,,,,,,,,3.88889,,52.5667,,1,,,2,1,,,9,35,,3,,,,,,,39.6667,115.667,,,1.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
SRR1533333,PRJNA257011,PI 603357,-,22,0.458333,24,0.5,2,0.0416667,0,0,,,46,49,,34.5,,,,,,,,,,,,53,2,57,,,,,21.4,,,,,3,,,,,,1,,,34.8,,,34.38,,,,,16,,,1,,,0.71,,,17.42,,48,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
SRR1533333,PRJNA257011,PI 603357,-,20.6667,0.262712,44.6667,0.567797,13.3333,0.169492,0,0,18.1564,37.6516,38,,,25.7667,24.3139,0.0905752,7.73188,0.0288031,62.4394,0.232602,160.128,0.596517,13.8253,0.0515027,268.439,41,2,,71.7201,13.0002,2,7.46667,13.4354,17.1404,53,7.66667,2,1,5.5,28.7808,20.9729,105,2,1,,3,38.5,304.609,1,,19.225,3,1,7.12,,11,,,3,5.74,,1,4.718,,22.3466,78.6667,150,14.682,10.0636,2,14.1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107225,PRJCA002030,Cha Se Dou,茶色豆,5.33333,0.0603774,32.3333,0.366038,50.6667,0.573585,0,0,,,41,,58.3333,37.9,,,,,,,,,,,,45,1,,,,3,6.83333,13.2004,,61,9.6,3,3,7.2,,,112,2,2,1.69811,1,78.8667,,1,,,3,4,7.198,,17.6667,30,,3,6.142,,3,4.888,,,88.3333,222,,,2.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107227,PRJCA002030,Si Li Qi,四粒齐,11.6667,0.156951,50.6667,0.681614,12,0.161435,0,0,,,,,53.3333,,,,,,,,,,,,,,,,,,3,5.1,,,,,,,,,,,,,1.3125,,72.5667,,1,,,3,1,,,16,21,,3,,,,,,,74.3333,149,,,5.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
SRR1533334,PRJNA257011,PI 88479,-,53,0.32716,62,0.382716,47,0.290123,0,0,,,46,50,,34.5,,,,,,,,,,,,54,1,57,,,,,16.42,,,,,3,,,,,,1,,,94.8,,,122.03,,,,,17,,,3,,,1.234,,,49.65,,162,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
SRR1533334,PRJNA257011,PI 88479,-,14.3333,0.104116,53.3333,0.387409,70,0.508475,0,0,16.7316,41.0771,50,,87.3333,32.5667,28.3285,0.121968,7.58311,0.032649,62.7481,0.270161,120.487,0.518754,13.1153,0.0564678,232.262,53,1,,73.3157,16.3881,2,7.13333,13.764,16.8001,61,8.7,3,3,7.06667,28.6135,27.441,126,2,1,2.25373,2,96.0333,319.505,1,,19.9892,3,1,7.988,,22.3333,50.3333,,3,6.006,,1,5.14,,20.0746,137.667,331,15.0152,10.3981,7.66667,15.0222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
SRR1533335,PRJNA257011,Zhu Field,-,2.33333,0.026616,7.66667,0.0874525,43.6667,0.498099,34,0.387833,,,,,25.3333,,,,,,,,,,,,,,,,,,1,5.66667,,,,,,,,,,,,,3.46296,,72.7667,,1,,,3,1,,,18,62.3333,,1,,,,,,,87.6667,284.667,,,1.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107241,PRJCA002030,Yi Wo Feng -2,一窝蜂 (2),20.6667,0.150121,54,0.392252,62,0.450363,1,0.00726392,,,,,85.3333,,,,,,,,,,,,,,,,,,3,5.5,,,,,,,,,,,,,2.85455,,75,,1,,,2,1,,,18.3333,52.3333,,1,,,,,,,137.667,318.667,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107242,PRJCA002030,Qian Ceng Ta,千层塔,7,0.0945946,26.6667,0.36036,40,0.540541,0.333333,0.00450451,,,,,32,,,,,,,,,,,,,,,,,,3,4.66667,,,,,,,,,,,,,3.07317,,53.4,,1,,,3,1,,,13.6667,42,,3,,,,,,,74,181.667,,,3.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107249,PRJCA002030,Hui Chun Dou,珲春豆(吉),0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,3,3.5,,,,,,,,,,,,,0,,42.3,,1,,,3,1,,,13.6667,,,3,,,,,,,0,0,,,2.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
SRR1533336,PRJNA257011,Jin Shan Cha Zhu Shi Dou,金山茶株食豆,26,0.183099,70,0.492958,46,0.323944,0,0,,,48,50,,34.05,,,,,,,,,,,,52,2,58,,,,,9.66,,,,,3,,,,,,1,,,93.6,,,63.96,,,,,8,,,5,,,0.958,,,27.22,,142,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
SRR1533336,PRJNA257011,Jin Shan Cha Zhu Shi Dou,金山茶株食豆,33.6667,0.100498,197.333,0.589055,104,0.310448,0,0,17.3697,54.8968,57,,264,34.4,22.1818,0.135314,5.35617,0.0326739,22.9444,0.139966,98.5337,0.601078,14.9122,0.0909681,163.928,59,2,,101.7,19.1859,3,6.23333,9.44,18.4892,66,9.93333,3,3,7.1,32.1502,38.111,126,2,1,2.56627,1,136.367,407.055,1,,28.5276,2,4,7.468,,27.6667,71,,3,4.97,,3,3.056,,23.4688,335,740.333,18.9619,14.3334,6.33333,18.4004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107251,PRJCA002030,Tong Nong No.4,通农4号,9,0.264706,15,0.441176,8,0.235294,2,0.0588235,,,34,39,,37.4,,,,,,,,,,,,45,1,49,,,,,20.72,,,,,1,,,,,,1,,,48.9,,,29.35,,,,,8,,,0,,,0.662,,,13.06,,34,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
CRR107251,PRJCA002030,Tong Nong No.4,通农4号,2,0.021978,17,0.186813,49.6667,0.545788,22.3333,0.245421,20.2076,55.4999,35,,27.3333,36.8333,25.6337,0.122031,6.50036,0.0309454,44.1612,0.210233,119.925,0.570912,13.8386,0.0658796,210.059,38,1,,94.8336,20.5239,3,7.03333,14.9864,21.0364,50,10.8667,2,1,4.8,34.8047,39.4607,112,2,1,3.35088,3,79.5,413.411,1,,28.0514,3,1,7.698,,19,63.6667,,3,6.158,,1,5.226,,23.4974,91,274.333,18.2339,14.2407,4.33333,20.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107254,PRJCA002030,Qing Pi Dou -2,青皮豆 (2),15.3333,0.152824,56.6667,0.564784,28.3333,0.282392,0,0,,,,,57,,,,,,,,,,,,,,,,,,1,4.56667,,,,,,,,,,,,,3.61111,,41.8333,,1,,,3,1,,,12,43.3333,,1,,,,,,,100.333,213.667,,,4.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107269,PRJCA002030,Bai Cheng Mo Shi Dou,白城秣食豆,19,0.0771313,147.333,0.598106,80,0.324763,0,0,,,,,209.333,,,,,,,,,,,,,,,,,,3,5.26667,,,,,,,,,,,,,1.79032,,124.667,,2,,,3,4,,,20.6667,37,,3,,,,,,,246.333,553.667,,,7.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
SRR1533338,PRJNA257011,PI 603675,-,64,0.432432,53,0.358108,31,0.209459,0,0,,,59,62,,32,,,,,,,,,,,,63,2,69,,,,,11.62,,,,,3,,,,,,2,,,72.5,,,160.43,,,,,6,,,4,,,1.282,,,48.3,,148,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
SRR1533338,PRJNA257011,PI 603675,-,53.6667,0.168763,156.667,0.492662,107.667,0.338574,0,0,18.7614,43.755,64,,266.667,38.7333,28.6939,0.156665,5.8589,0.0319889,34.8581,0.190321,99.2246,0.541753,14.519,0.0792717,183.155,66,2,,72.326,18.6489,4,4.36667,13.5448,16.8179,81,7.83333,4,3,5.36667,30.0777,27.462,134,2,1,1.83333,1,121.9,333.734,2,,20.6858,1,1,8.062,,28,51.3333,,3,6.026,,3,4.874,,21.1219,318,690,16.3818,10.4917,8.66667,16.4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107271,PRJCA002030,Tong Shan Qing Da Dou,铜山青大豆,20,0.133038,105,0.698448,25.3333,0.168514,0,0,18.975,49.5421,77,,129.333,36.5667,22.5438,0.119076,6.44338,0.0340338,52.6414,0.278051,94.6646,0.500017,13.0296,0.068822,189.323,81,1,,80.5498,17.3081,3,5.46667,22.005,16.615,92,9.56667,3,3,7.1,30.2556,31.5396,149,2,1,0.777778,1,108.033,352.893,1,,22.48,2,2,8.362,,27,21,,3,7.39,,3,5.9,,20.302,150.333,306,16.5255,11.5946,7.66667,16.6921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107277,PRJCA002030,Pi Xian Ruan Tiao Zhi,邳县软条枝,36,0.36,61,0.61,3,0.03,0,0,,,58,62,,34.7,,,,,,,,,,,,64,1,70,,,,,13.56,,,,,3,,,,,,1,,,101.3,,,119.23,,,,,8,,,1,,,0.922,,,24.55,,100,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
CRR107277,PRJCA002030,Pi Xian Ruan Tiao Zhi,邳县软条枝,44.3333,0.213826,144.333,0.696141,18.6667,0.0900322,0,0,19.2658,47.5666,66,,155.333,37.1,21.2196,0.118603,5.56532,0.0311062,30.6596,0.171365,105.759,0.591119,15.7099,0.0878071,178.914,69,1,,90.176,18.0802,3,7.33333,13.8802,19.4797,84,10.4,4,3,6.96667,32.5173,35.5051,149,2,1,1.67742,1,188,381.441,1,,25.3621,1,1,7.74,,31,52,,3,6.036,,3,4.566,,22.3704,207.333,389,17.0963,13.269,8,19.1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
SRR1533339,PRJNA257011,Pi Xian Da Zi Hua Cao,邳县大紫花糙,10,0.0560748,79.6667,0.446729,88.3333,0.495327,0.333333,0.00186916,17.4235,51.319,47,,119,37.0333,22.4164,0.119834,6.16674,0.0329663,39.2871,0.210022,105.489,0.563925,13.7027,0.073252,187.062,50,1,,97.3199,17.5053,4,6.3,16.6898,17.7248,64,9.8,2,3,7.43333,30.8306,36.2329,113,2,2,2.17073,3,126.8,388.145,1,,27.6178,3,1,7.442,,27.3333,59.3333,,3,6.782,,1,5.47,,21.6269,178.333,435.667,18.2252,14.3026,5.66667,17.1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107294,PRJCA002030,Xiong 99-8,熊99-8,7,0.28,14,0.56,4,0.16,0,0,,,47,50,,28.65,,,,,,,,,,,,52,1,58,,,,,21.58,,,,,3,,,,,,2,,,52.1,,,19.34,,,,,8,,,1,,,0.608,,,9.39,,25,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
CRR107294,PRJCA002030,Xiong 99-8,熊99-8,0,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,4,3.9,,,,,,,,,,,,,0,,83.0667,,1,,,2,3,,,18,,,1,,,,,,,0,0,,,5.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107300,PRJCA002030,Bai Qi Ying Ge Dou,白脐鹦哥豆,18,0.62069,11,0.37931,0,0,0,0,,,58,62,,34.65,,,,,,,,,,,,64,2,70,,,,,24.88,,,,,3,,,,,,1,,,40.2,,,23.48,,,,,8,,,4,,,0.518,,,10.28,,29,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
CRR107302,PRJCA002030,Tie Jia Zi,铁荚子,20,0.588235,13,0.382353,1,0.0294118,0,0,,,47,50,,41.5,,,,,,,,,,,,52,2,58,,,,,16.98,,,,,3,,,,,,1,,,25.9,,,15.27,,,,,17,,,3,,,0.498,,,7.82,,34,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
CRR107302,PRJCA002030,Tie Jia Zi,铁荚子,21.3333,0.277056,45,0.584416,10.3333,0.134199,0.333333,0.004329,,,38,,35.6667,41.3667,,,,,,,,,,,,39,2,,,,3,5.06667,16.303,,50,8.13333,3,3,6.1,,,108,2,1,2.25455,3,51.4333,,1,,,2,1,7.918,,18.3333,41.3333,,3,6.348,,1,5.944,,,77,143.667,,,4.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107304,PRJCA002030,Mao Yan Dou,猫眼豆,23,0.315068,25,0.342466,25,0.342466,0,0,,,54,60,,33.95,,,,,,,,,,,,63,1,66,,,,,17.44,,,,,3,,,,,,2,,,92.1,,,55.55,,,,,17,,,4,,,0.704,,,24.93,,73,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
CRR107304,PRJCA002030,Mao Yan Dou,猫眼豆,6.66667,0.05,46,0.345,80.6667,0.605,0,0,18.7392,44.4642,59,,86.6667,35.2667,27.4809,0.12138,7.49854,0.0331202,56.0067,0.247375,123.953,0.547486,11.4649,0.0506393,226.404,61,1,,74.1362,18.0422,3,7.66667,17.6882,19.0027,66,11.9,4,3,8.06667,31.3245,30.1601,113,2,2,1.91781,1,123.1,344.047,1,,23.4488,2,2,7.772,,24.3333,46.6667,,3,6.576,,3,5.732,,20.3173,133.333,340.667,16.3521,10.4187,5.66667,17.9268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107314,PRJCA002030,Shang Nan Ba Yue Zao,商南八月早,37,0.435294,41,0.482353,7,0.0823529,0,0,,,,,,31.05,,,,,,,,,,,,,,,,,,,17.34,,,,,3,,,,,,2,,,94.2,,,90.75,,,,,17,,,3,,,1.226,,,24.08,,85,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
CRR107314,PRJCA002030,Shang Nan Ba Yue Zao,商南八月早,25.3333,0.230303,74,0.672727,10.6667,0.0969697,0,0,17.7853,44.8391,77,,106.333,38.7667,23.2875,0.118286,5.35859,0.0272183,30.5805,0.155329,120.07,0.609878,17.5786,0.089288,196.875,81,1,,77.1612,18.4623,3,4.43333,15.4432,18.0454,92,9.76667,3,3,6.93333,31.6591,29.7394,168,2,1,0.161765,1,96.3667,343.25,2,,21.3123,1,1,6.9,,22.6667,,,1,5.942,,3,4.676,,20.3004,110,205.333,15.7561,9.83216,7.33333,17.4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107325,PRJCA002030,Feng Shou Huang,丰收黄,27,0.254717,44,0.415094,34,0.320755,1,0.00943396,,,55,60,,37.05,,,,,,,,,,,,63,2,66,,,,,13.82,,,,,3,,,,,,2,,,96.7,,,73.5,,,,,12,,,4,,,1.086,,,12.02,,106,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
CRR107326,PRJCA002030,Ping Ding Hei -1,平顶黑 (1),19,0.184466,48,0.466019,36,0.349515,0,0,,,54,60,,31.05,,,,,,,,,,,,63,2,66,,,,,13.98,,,,,3,,,,,,2,,,96.4,,,83.66,,,,,17,,,2,,,0.938,,,33.29,,103,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
SRR1533344,PRJNA257011,Bin Hai Da Huang Ke Zi Jia,滨海大黄壳子甲,50.3333,0.31524,102.667,0.643006,6.66667,0.0417536,0,0,17.5404,47.3901,92,,130.667,43.0333,18.1845,0.100987,4.80059,0.0266598,35.9877,0.199855,100.606,0.558711,20.4895,0.113787,180.068,98,2,,92.3245,16.5369,3,4.2,18.6924,16.3203,,10.1333,4,3,7.5,30.0149,32.8873,168,2,1,1.11538,1,122.2,362.597,2,,22.5607,2,1,7.94,,26,29,,3,6.98,,3,5.896,,22.407,159.667,275.667,16.2873,11.9063,8,15.5481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Bei Jing,北京市
CRR107334,PRJCA002030,Ji Shan Hei Pi Lv Da Dou,稷山黑皮绿大豆,36,0.27907,76,0.589147,17,0.131783,0,0,,,55,60,,33.8,,,,,,,,,,,,63,1,66,,,,,21.2,,,,,3,,,,,,1,,,54.2,,,105.84,,,,,13,,,3,,,1.016,,,44.71,,129,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,Shan Xi,山西省
